Diagnosis,Symptoms,MEDICATION,Specialty
"T2105XA Burn of unspecified degree of buttock, initial encounter",,,Dermatology
"T2105XD Burn of unspecified degree of buttock, subsequent encounter",,,Dermatology
"T2105XS Burn of unspecified degree of buttock, sequela",,,Dermatology
"T2106XA Burn of unspecified degree of male genital region, initial encounter",,,Dermatology
"T2106XD Burn of unspecified degree of male genital region, subsequent encounter",,,Dermatology
"T2106XS Burn of unspecified degree of male genital region, sequela",,,Dermatology
"T2107XA Burn of unspecified degree of female genital region, initial encounter",,,Dermatology
"T2107XD Burn of unspecified degree of female genital region, subsequent encounter",,,Dermatology
"T2107XS Burn of unspecified degree of female genital region, sequela",,,Dermatology
"T2109XA Burn of unspecified degree of other site of trunk, initial encounter",,,Dermatology
"T2109XD Burn of unspecified degree of other site of trunk, subsequent encounter",,,Dermatology
"T2109XS Burn of unspecified degree of other site of trunk, sequela",,,Dermatology
"T2110XA Burn of first degree of trunk, unspecified site, initial encounter",,,Dermatology
"T2110XD Burn of first degree of trunk, unspecified site, subsequent encounter",,,Dermatology
"T2110XS Burn of first degree of trunk, unspecified site, sequela",,,Dermatology
"T2111XA Burn of first degree of chest wall, initial encounter",,,Dermatology
"T2111XD Burn of first degree of chest wall, subsequent encounter",,,Dermatology
"T2111XS Burn of first degree of chest wall, sequela",,,Dermatology
"T2112XA Burn of first degree of abdominal wall, initial encounter",,,Dermatology
"T2112XD Burn of first degree of abdominal wall, subsequent encounter",,,Dermatology
"T2112XS Burn of first degree of abdominal wall, sequela",,,Dermatology
"T2113XA Burn of first degree of upper back, initial encounter",,,Dermatology
"T2113XD Burn of first degree of upper back, subsequent encounter",,,Dermatology
"T2113XS Burn of first degree of upper back, sequela",,,Dermatology
"T2114XA Burn of first degree of lower back, initial encounter",,,Dermatology
"T2114XD Burn of first degree of lower back, subsequent encounter",,,Dermatology
"T2114XS Burn of first degree of lower back, sequela",,,Dermatology
"T2115XA Burn of first degree of buttock, initial encounter",,,Dermatology
"T2115XD Burn of first degree of buttock, subsequent encounter",,,Dermatology
"T2115XS Burn of first degree of buttock, sequela",,,Dermatology
"T2116XA Burn of first degree of male genital region, initial encounter",,,Dermatology
"T2116XD Burn of first degree of male genital region, subsequent encounter",,,Dermatology
"T2116XS Burn of first degree of male genital region, sequela",,,Dermatology
"T2117XA Burn of first degree of female genital region, initial encounter",,,Dermatology
"T2117XD Burn of first degree of female genital region, subsequent encounter",,,Dermatology
"T2117XS Burn of first degree of female genital region, sequela",,,Dermatology
"T2119XA Burn of first degree of other site of trunk, initial encounter",,,Dermatology
"T2119XD Burn of first degree of other site of trunk, subsequent encounter",,,Dermatology
"T2119XS Burn of first degree of other site of trunk, sequela",,,Dermatology
"T2120XA Burn of second degree of trunk, unspecified site, initial encounter",,,Dermatology
"T2120XD Burn of second degree of trunk, unspecified site, subsequent encounter",,,Dermatology
"T2120XS Burn of second degree of trunk, unspecified site, sequela",,,Dermatology
"T2121XA Burn of second degree of chest wall, initial encounter",,,Dermatology
"T2121XD Burn of second degree of chest wall, subsequent encounter",,,Dermatology
"T2121XS Burn of second degree of chest wall, sequela",,,Dermatology
"T2122XA Burn of second degree of abdominal wall, initial encounter",,,Dermatology
"T2122XD Burn of second degree of abdominal wall, subsequent encounter",,,Dermatology
"T2122XS Burn of second degree of abdominal wall, sequela",,,Dermatology
"T2123XA Burn of second degree of upper back, initial encounter",,,Dermatology
"T2123XD Burn of second degree of upper back, subsequent encounter",,,Dermatology
"T2123XS Burn of second degree of upper back, sequela",,,Dermatology
"T2124XA Burn of second degree of lower back, initial encounter",,,Dermatology
"T2124XD Burn of second degree of lower back, subsequent encounter",,,Dermatology
"T2124XS Burn of second degree of lower back, sequela",,,Dermatology
"T2125XA Burn of second degree of buttock, initial encounter",,,Dermatology
"T2125XD Burn of second degree of buttock, subsequent encounter",,,Dermatology
"T2125XS Burn of second degree of buttock, sequela",,,Dermatology
"T2126XA Burn of second degree of male genital region, initial encounter",,,Dermatology
"T2126XD Burn of second degree of male genital region, subsequent encounter",,,Dermatology
"T2126XS Burn of second degree of male genital region, sequela",,,Dermatology
"T2127XA Burn of second degree of female genital region, initial encounter",,,Dermatology
"T2127XD Burn of second degree of female genital region, subsequent encounter",,,Dermatology
"T2127XS Burn of second degree of female genital region, sequela",,,Dermatology
"T2129XA Burn of second degree of other site of trunk, initial encounter",,,Dermatology
"T2129XD Burn of second degree of other site of trunk, subsequent encounter",,,Dermatology
"T2129XS Burn of second degree of other site of trunk, sequela",,,Dermatology
"T2130XA Burn of third degree of trunk, unspecified site, initial encounter",,,Dermatology
"T2130XD Burn of third degree of trunk, unspecified site, subsequent encounter",,,Dermatology
"T2130XS Burn of third degree of trunk, unspecified site, sequela",,,Dermatology
"T2131XA Burn of third degree of chest wall, initial encounter",,,Dermatology
"T2131XD Burn of third degree of chest wall, subsequent encounter",,,Dermatology
"T2131XS Burn of third degree of chest wall, sequela",,,Dermatology
"T2132XA Burn of third degree of abdominal wall, initial encounter",,,Dermatology
"T2132XD Burn of third degree of abdominal wall, subsequent encounter",,,Dermatology
"T2132XS Burn of third degree of abdominal wall, sequela",,,Dermatology
"T2133XA Burn of third degree of upper back, initial encounter",,,Dermatology
"T2133XD Burn of third degree of upper back, subsequent encounter",,,Dermatology
"T2133XS Burn of third degree of upper back, sequela",,,Dermatology
"T2134XA Burn of third degree of lower back, initial encounter",,,Dermatology
"T2134XD Burn of third degree of lower back, subsequent encounter",,,Dermatology
"T2134XS Burn of third degree of lower back, sequela",,,Dermatology
"T2135XA Burn of third degree of buttock, initial encounter",,,Dermatology
"T2135XD Burn of third degree of buttock, subsequent encounter",,,Dermatology
"T2135XS Burn of third degree of buttock, sequela",,,Dermatology
"T2136XA Burn of third degree of male genital region, initial encounter",,,Dermatology
"T2136XD Burn of third degree of male genital region, subsequent encounter",,,Dermatology
"T2136XS Burn of third degree of male genital region, sequela",,,Dermatology
"T2137XA Burn of third degree of female genital region, initial encounter",,,Dermatology
"T2137XD Burn of third degree of female genital region, subsequent encounter",,,Dermatology
"T2137XS Burn of third degree of female genital region, sequela",,,Dermatology
"T2139XA Burn of third degree of other site of trunk, initial encounter",,,Dermatology
"T2139XD Burn of third degree of other site of trunk, subsequent encounter",,,Dermatology
"T2139XS Burn of third degree of other site of trunk, sequela",,,Dermatology
"T2200XA Burn of unspecified degree of shoulder and upper limb, except wrist and hand, unspecified
site, initial encounter",,,Dermatology
"T2200XD Burn of unspecified degree of shoulder and upper limb, except wrist and hand, unspecified
site, subsequent encounter",,,Dermatology
"T2200XS Burn of unspecified degree of shoulder and upper limb, except wrist and hand, unspecified site,
sequela",,,Dermatology
"T22011A Burn of unspecified degree of right forearm, initial encounter",,,Dermatology
"T22011D Burn of unspecified degree of right forearm, subsequent encounter",,,Dermatology
"T22011S Burn of unspecified degree of right forearm, sequela",,,Dermatology
"T22012A Burn of unspecified degree of left forearm, initial encounter",,,Dermatology
"T22012D Burn of unspecified degree of left forearm, subsequent encounter",,,Dermatology
"T22012S Burn of unspecified degree of left forearm, sequela",,,Dermatology
"T22019A Burn of unspecified degree of unspecified forearm, initial encounter",,,Dermatology
"T22019D Burn of unspecified degree of unspecified forearm, subsequent encounter",,,Dermatology
"T22019S Burn of unspecified degree of unspecified forearm, sequela",,,Dermatology
"T22021A Burn of unspecified degree of right elbow, initial encounter",,,Dermatology
"T22021D Burn of unspecified degree of right elbow, subsequent encounter",,,Dermatology
"T22021S Burn of unspecified degree of right elbow, sequela",,,Dermatology
"T22022A Burn of unspecified degree of left elbow, initial encounter",,,Dermatology
"T22022D Burn of unspecified degree of left elbow, subsequent encounter",,,Dermatology
"T22022S Burn of unspecified degree of left elbow, sequela",,,Dermatology
"T22029A Burn of unspecified degree of unspecified elbow, initial encounter",,,Dermatology
"T22029D Burn of unspecified degree of unspecified elbow, subsequent encounter",,,Dermatology
"T22029S Burn of unspecified degree of unspecified elbow, sequela",,,Dermatology
"T22031A Burn of unspecified degree of right upper arm, initial encounter",,,Dermatology
"T22031D Burn of unspecified degree of right upper arm, subsequent encounter",,,Dermatology
"T22031S Burn of unspecified degree of right upper arm, sequela",,,Dermatology
"T22032A Burn of unspecified degree of left upper arm, initial encounter",,,Dermatology
"T22032D Burn of unspecified degree of left upper arm, subsequent encounter",,,Dermatology
"T22032S Burn of unspecified degree of left upper arm, sequela",,,Dermatology
"T22039A Burn of unspecified degree of unspecified upper arm, initial encounter",,,Dermatology
"T22039D Burn of unspecified degree of unspecified upper arm, subsequent encounter",,,Dermatology
"T22039S Burn of unspecified degree of unspecified upper arm, sequela",,,Dermatology
"T22041A Burn of unspecified degree of right axilla, initial encounter",,,Dermatology
"T22041D Burn of unspecified degree of right axilla, subsequent encounter",,,Dermatology
"T22041S Burn of unspecified degree of right axilla, sequela",,,Dermatology
"T22042A Burn of unspecified degree of left axilla, initial encounter",,,Dermatology
"T22042D Burn of unspecified degree of left axilla, subsequent encounter",,,Dermatology
"T22042S Burn of unspecified degree of left axilla, sequela",,,Dermatology
"T22049A Burn of unspecified degree of unspecified axilla, initial encounter",,,Dermatology
"T22049D Burn of unspecified degree of unspecified axilla, subsequent encounter",,,Dermatology
"T22049S Burn of unspecified degree of unspecified axilla, sequela",,,Dermatology
"T22051A Burn of unspecified degree of right shoulder, initial encounter",,,Dermatology
"T22051D Burn of unspecified degree of right shoulder, subsequent encounter",,,Dermatology
"T22051S Burn of unspecified degree of right shoulder, sequela",,,Dermatology
"T22052A Burn of unspecified degree of left shoulder, initial encounter",,,Dermatology
"T22052D Burn of unspecified degree of left shoulder, subsequent encounter",,,Dermatology
"T22052S Burn of unspecified degree of left shoulder, sequela",,,Dermatology
"T22059A Burn of unspecified degree of unspecified shoulder, initial encounter",,,Dermatology
"T22059D Burn of unspecified degree of unspecified shoulder, subsequent encounter",,,Dermatology
"T22059S Burn of unspecified degree of unspecified shoulder, sequela",,,Dermatology
"T22061A Burn of unspecified degree of right scapular region, initial encounter",,,Dermatology
"T22061D Burn of unspecified degree of right scapular region, subsequent encounter",,,Dermatology
"T22061S Burn of unspecified degree of right scapular region, sequela",,,Dermatology
"T22062A Burn of unspecified degree of left scapular region, initial encounter",,,Dermatology
"T22062D Burn of unspecified degree of left scapular region, subsequent encounter",,,Dermatology
"T22062S Burn of unspecified degree of left scapular region, sequela",,,Dermatology
"T22069A Burn of unspecified degree of unspecified scapular region, initial encounter",,,Dermatology
"T22069D Burn of unspecified degree of unspecified scapular region, subsequent encounter",,,Dermatology
"T22069S Burn of unspecified degree of unspecified scapular region, sequela",,,Dermatology
"T22091A Burn of unspecified degree of multiple sites of right shoulder and upper limb, except wrist and
hand, initial encounter",,,Dermatology
"T22091D Burn of unspecified degree of multiple sites of right shoulder and upper limb, except wrist and
hand, subsequent encounter",,,Dermatology
"T22091S Burn of unspecified degree of multiple sites of right shoulder and upper limb, except wrist and
hand, sequela",,,Dermatology
"T22092A Burn of unspecified degree of multiple sites of left shoulder and upper limb, except wrist and
hand, initial encounter",,,Dermatology
"T22092D Burn of unspecified degree of multiple sites of left shoulder and upper limb, except wrist and
hand, subsequent encounter",,,Dermatology
"T22092S Burn of unspecified degree of multiple sites of left shoulder and upper limb, except wrist and
hand, sequela",,,Dermatology
"T22099A Burn of unspecified degree of multiple sites of unspecified shoulder and upper limb, except
wrist and hand, initial encounter",,,Dermatology
"T22099D Burn of unspecified degree of multiple sites of unspecified shoulder and upper limb, except
wrist and hand, subsequent encounter",,,Dermatology
"T22099S Burn of unspecified degree of multiple sites of unspecified shoulder and upper limb, except
wrist and hand, sequela",,,Dermatology
"T2210XA Burn of first degree of shoulder and upper limb, except wrist and hand, unspecified site, initial
encounter",,,Dermatology
"T2210XD Burn of first degree of shoulder and upper limb, except wrist and hand, unspecified site,
subsequent encounter",,,Dermatology
"T2210XS Burn of first degree of shoulder and upper limb, except wrist and hand, unspecified site,
sequela",,,Dermatology
"T22111A Burn of first degree of right forearm, initial encounter",,,Dermatology
"T22111D Burn of first degree of right forearm, subsequent encounter",,,Dermatology
"T22111S Burn of first degree of right forearm, sequela",,,Dermatology
"T22112A Burn of first degree of left forearm, initial encounter",,,Dermatology
"T22112D Burn of first degree of left forearm, subsequent encounter",,,Dermatology
"T22112S Burn of first degree of left forearm, sequela",,,Dermatology
"T22119A Burn of first degree of unspecified forearm, initial encounter",,,Dermatology
"T22119D Burn of first degree of unspecified forearm, subsequent encounter",,,Dermatology
"T22119S Burn of first degree of unspecified forearm, sequela",,,Dermatology
"T22121A Burn of first degree of right elbow, initial encounter",,,Dermatology
"T22121D Burn of first degree of right elbow, subsequent encounter",,,Dermatology
"T22121S Burn of first degree of right elbow, sequela",,,Dermatology
"T22122A Burn of first degree of left elbow, initial encounter",,,Dermatology
"T22122D Burn of first degree of left elbow, subsequent encounter",,,Dermatology
"T22122S Burn of first degree of left elbow, sequela",,,Dermatology
"T22129A Burn of first degree of unspecified elbow, initial encounter",,,Dermatology
"T22129D Burn of first degree of unspecified elbow, subsequent encounter",,,Dermatology
"T22129S Burn of first degree of unspecified elbow, sequela",,,Dermatology
"T22131A Burn of first degree of right upper arm, initial encounter",,,Dermatology
"T22131D Burn of first degree of right upper arm, subsequent encounter",,,Dermatology
"T22131S Burn of first degree of right upper arm, sequela",,,Dermatology
"T22132A Burn of first degree of left upper arm, initial encounter",,,Dermatology
"T22132D Burn of first degree of left upper arm, subsequent encounter",,,Dermatology
"T22132S Burn of first degree of left upper arm, sequela",,,Dermatology
"T22139A Burn of first degree of unspecified upper arm, initial encounter",,,Dermatology
"T22139D Burn of first degree of unspecified upper arm, subsequent encounter",,,Dermatology
"T22139S Burn of first degree of unspecified upper arm, sequela",,,Dermatology
"T22141A Burn of first degree of right axilla, initial encounter",,,Dermatology
"T22141D Burn of first degree of right axilla, subsequent encounter",,,Dermatology
"T22141S Burn of first degree of right axilla, sequela",,,Dermatology
"T22142A Burn of first degree of left axilla, initial encounter",,,Dermatology
"T22142D Burn of first degree of left axilla, subsequent encounter",,,Dermatology
"T22142S Burn of first degree of left axilla, sequela",,,Dermatology
"T22149A Burn of first degree of unspecified axilla, initial encounter",,,Dermatology
"T22149D Burn of first degree of unspecified axilla, subsequent encounter",,,Dermatology
"T22149S Burn of first degree of unspecified axilla, sequela",,,Dermatology
"T22151A Burn of first degree of right shoulder, initial encounter",,,Dermatology
"T22151D Burn of first degree of right shoulder, subsequent encounter",,,Dermatology
"T22151S Burn of first degree of right shoulder, sequela",,,Dermatology
"T22152A Burn of first degree of left shoulder, initial encounter",,,Dermatology
"T22152D Burn of first degree of left shoulder, subsequent encounter",,,Dermatology
"T22152S Burn of first degree of left shoulder, sequela",,,Dermatology
"T22159A Burn of first degree of unspecified shoulder, initial encounter",,,Dermatology
"T22159D Burn of first degree of unspecified shoulder, subsequent encounter",,,Dermatology
"T22159S Burn of first degree of unspecified shoulder, sequela",,,Dermatology
"T22161A Burn of first degree of right scapular region, initial encounter",,,Dermatology
"T22161D Burn of first degree of right scapular region, subsequent encounter",,,Dermatology
"T22161S Burn of first degree of right scapular region, sequela",,,Dermatology
"T22162A Burn of first degree of left scapular region, initial encounter",,,Dermatology
"T22162D Burn of first degree of left scapular region, subsequent encounter",,,Dermatology
"T22162S Burn of first degree of left scapular region, sequela",,,Dermatology
"T22169A Burn of first degree of unspecified scapular region, initial encounter",,,Dermatology
"T22169D Burn of first degree of unspecified scapular region, subsequent encounter",,,Dermatology
"T22169S Burn of first degree of unspecified scapular region, sequela",,,Dermatology
"T22191A Burn of first degree of multiple sites of right shoulder and upper limb, except wrist and hand,
initial encounter",,,Dermatology
"T22191D Burn of first degree of multiple sites of right shoulder and upper limb, except wrist and hand,
subsequent encounter",,,Dermatology
"T22191S Burn of first degree of multiple sites of right shoulder and upper limb, except wrist and hand,
sequela",,,Dermatology
"T22192A Burn of first degree of multiple sites of left shoulder and upper limb, except wrist and hand,
initial encounter",,,Dermatology
"T22192D Burn of first degree of multiple sites of left shoulder and upper limb, except wrist and hand,
subsequent encounter",,,Dermatology
"T22192S Burn of first degree of multiple sites of left shoulder and upper limb, except wrist and hand,
sequela",,,Dermatology
"T22199A Burn of first degree of multiple sites of unspecified shoulder and upper limb, except wrist and
hand, initial encounter",,,Dermatology
"T22199D Burn of first degree of multiple sites of unspecified shoulder and upper limb, except wrist and
hand, subsequent encounter",,,Dermatology
"T22199S Burn of first degree of multiple sites of unspecified shoulder and upper limb, except wrist and
hand, sequela",,,Dermatology
"T2220XA Burn of second degree of shoulder and upper limb, except wrist and hand, unspecified site,
initial encounter",,,Dermatology
"T2220XD Burn of second degree of shoulder and upper limb, except wrist and hand, unspecified site,
subsequent encounter",,,Dermatology
"T2220XS Burn of second degree of shoulder and upper limb, except wrist and hand, unspecified site,
sequela",,,Dermatology
"T22211A Burn of second degree of right forearm, initial encounter",,,Dermatology
"T22211D Burn of second degree of right forearm, subsequent encounter",,,Dermatology
"T22211S Burn of second degree of right forearm, sequela",,,Dermatology
"T22212A Burn of second degree of left forearm, initial encounter",,,Dermatology
"T22212D Burn of second degree of left forearm, subsequent encounter",,,Dermatology
"T22212S Burn of second degree of left forearm, sequela",,,Dermatology
"T22219A Burn of second degree of unspecified forearm, initial encounter",,,Dermatology
"T22219D Burn of second degree of unspecified forearm, subsequent encounter",,,Dermatology
"T22219S Burn of second degree of unspecified forearm, sequela",,,Dermatology
"T22221A Burn of second degree of right elbow, initial encounter",,,Dermatology
"T22221D Burn of second degree of right elbow, subsequent encounter",,,Dermatology
"T22221S Burn of second degree of right elbow, sequela",,,Dermatology
"T22222A Burn of second degree of left elbow, initial encounter",,,Dermatology
"T22222D Burn of second degree of left elbow, subsequent encounter",,,Dermatology
"T22222S Burn of second degree of left elbow, sequela",,,Dermatology
"T22229A Burn of second degree of unspecified elbow, initial encounter",,,Dermatology
"T22229D Burn of second degree of unspecified elbow, subsequent encounter",,,Dermatology
"T22229S Burn of second degree of unspecified elbow, sequela",,,Dermatology
"T22231A Burn of second degree of right upper arm, initial encounter",,,Dermatology
"T22231D Burn of second degree of right upper arm, subsequent encounter",,,Dermatology
"T22231S Burn of second degree of right upper arm, sequela",,,Dermatology
"T22232A Burn of second degree of left upper arm, initial encounter",,,Dermatology
"T22232D Burn of second degree of left upper arm, subsequent encounter",,,Dermatology
"T22232S Burn of second degree of left upper arm, sequela",,,Dermatology
"T22239A Burn of second degree of unspecified upper arm, initial encounter",,,Dermatology
"T22239D Burn of second degree of unspecified upper arm, subsequent encounter",,,Dermatology
"T22239S Burn of second degree of unspecified upper arm, sequela",,,Dermatology
"T22241A Burn of second degree of right axilla, initial encounter",,,Dermatology
"T22241D Burn of second degree of right axilla, subsequent encounter",,,Dermatology
"T22241S Burn of second degree of right axilla, sequela",,,Dermatology
"T22242A Burn of second degree of left axilla, initial encounter",,,Dermatology
"T22242D Burn of second degree of left axilla, subsequent encounter",,,Dermatology
"T22242S Burn of second degree of left axilla, sequela",,,Dermatology
"T22249A Burn of second degree of unspecified axilla, initial encounter",,,Dermatology
"T22249D Burn of second degree of unspecified axilla, subsequent encounter",,,Dermatology
"T22249S Burn of second degree of unspecified axilla, sequela",,,Dermatology
"T22251A Burn of second degree of right shoulder, initial encounter",,,Dermatology
"T22251D Burn of second degree of right shoulder, subsequent encounter",,,Dermatology
"T22251S Burn of second degree of right shoulder, sequela",,,Dermatology
"T22252A Burn of second degree of left shoulder, initial encounter",,,Dermatology
"T22252D Burn of second degree of left shoulder, subsequent encounter",,,Dermatology
"T22252S Burn of second degree of left shoulder, sequela",,,Dermatology
"T22259A Burn of second degree of unspecified shoulder, initial encounter",,,Dermatology
"T22259D Burn of second degree of unspecified shoulder, subsequent encounter",,,Dermatology
"T22259S Burn of second degree of unspecified shoulder, sequela",,,Dermatology
"T22261A Burn of second degree of right scapular region, initial encounter",,,Dermatology
"T22261D Burn of second degree of right scapular region, subsequent encounter",,,Dermatology
"T22261S Burn of second degree of right scapular region, sequela",,,Dermatology
"T22262A Burn of second degree of left scapular region, initial encounter",,,Dermatology
"T22262D Burn of second degree of left scapular region, subsequent encounter",,,Dermatology
"T22262S Burn of second degree of left scapular region, sequela",,,Dermatology
"T22269A Burn of second degree of unspecified scapular region, initial encounter",,,Dermatology
"T22269D Burn of second degree of unspecified scapular region, subsequent encounter",,,Dermatology
"T22269S Burn of second degree of unspecified scapular region, sequela",,,Dermatology
"T22291A Burn of second degree of multiple sites of right shoulder and upper limb, except wrist and
hand, initial encounter",,,Dermatology
"T22291D Burn of second degree of multiple sites of right shoulder and upper limb, except wrist and
hand, subsequent encounter",,,Dermatology
"T22291S Burn of second degree of multiple sites of right shoulder and upper limb, except wrist and
hand, sequela",,,Dermatology
"T22292A Burn of second degree of multiple sites of left shoulder and upper limb, except wrist and hand,
initial encounter",,,Dermatology
"T22292D Burn of second degree of multiple sites of left shoulder and upper limb, except wrist and hand,
subsequent encounter",,,Dermatology
"T22292S Burn of second degree of multiple sites of left shoulder and upper limb, except wrist and hand,
sequela",,,Dermatology
"T22299A Burn of second degree of multiple sites of unspecified shoulder and upper limb, except wrist
and hand, initial encounter",,,Dermatology
"T22299D Burn of second degree of multiple sites of unspecified shoulder and upper limb, except wrist
and hand, subsequent encounter",,,Dermatology
"T22299S Burn of second degree of multiple sites of unspecified shoulder and upper limb, except wrist
and hand, sequela",,,Dermatology
"T2230XA Burn of third degree of shoulder and upper limb, except wrist and hand, unspecified site, initial
encounter",,,Dermatology
"T2230XD Burn of third degree of shoulder and upper limb, except wrist and hand, unspecified site,
subsequent encounter",,,Dermatology
"T2230XS Burn of third degree of shoulder and upper limb, except wrist and hand, unspecified site,
sequela",,,Dermatology
"T22311A Burn of third degree of right forearm, initial encounter",,,Dermatology
"T22311D Burn of third degree of right forearm, subsequent encounter",,,Dermatology
"T22311S Burn of third degree of right forearm, sequela",,,Dermatology
"T22312A Burn of third degree of left forearm, initial encounter",,,Dermatology
"T22312D Burn of third degree of left forearm, subsequent encounter",,,Dermatology
"T22312S Burn of third degree of left forearm, sequela",,,Dermatology
"T22319A Burn of third degree of unspecified forearm, initial encounter",,,Dermatology
"T22319D Burn of third degree of unspecified forearm, subsequent encounter",,,Dermatology
"T22319S Burn of third degree of unspecified forearm, sequela",,,Dermatology
"T22321A Burn of third degree of right elbow, initial encounter",,,Dermatology
"T22321D Burn of third degree of right elbow, subsequent encounter",,,Dermatology
"T22321S Burn of third degree of right elbow, sequela",,,Dermatology
"T22322A Burn of third degree of left elbow, initial encounter",,,Dermatology
"T22322D Burn of third degree of left elbow, subsequent encounter",,,Dermatology
"T22322S Burn of third degree of left elbow, sequela",,,Dermatology
"T22329A Burn of third degree of unspecified elbow, initial encounter",,,Dermatology
"T22329D Burn of third degree of unspecified elbow, subsequent encounter",,,Dermatology
"T22329S Burn of third degree of unspecified elbow, sequela",,,Dermatology
"T22331A Burn of third degree of right upper arm, initial encounter",,,Dermatology
"T22331D Burn of third degree of right upper arm, subsequent encounter",,,Dermatology
"T22331S Burn of third degree of right upper arm, sequela",,,Dermatology
"T22332A Burn of third degree of left upper arm, initial encounter",,,Dermatology
"T22332D Burn of third degree of left upper arm, subsequent encounter",,,Dermatology
"T22332S Burn of third degree of left upper arm, sequela",,,Dermatology
"T22339A Burn of third degree of unspecified upper arm, initial encounter",,,Dermatology
"T22339D Burn of third degree of unspecified upper arm, subsequent encounter",,,Dermatology
"T22339S Burn of third degree of unspecified upper arm, sequela",,,Dermatology
"T22341A Burn of third degree of right axilla, initial encounter",,,Dermatology
"T22341D Burn of third degree of right axilla, subsequent encounter",,,Dermatology
"T22341S Burn of third degree of right axilla, sequela",,,Dermatology
"T22342A Burn of third degree of left axilla, initial encounter",,,Dermatology
"T22342D Burn of third degree of left axilla, subsequent encounter",,,Dermatology
"T22342S Burn of third degree of left axilla, sequela",,,Dermatology
"T22349A Burn of third degree of unspecified axilla, initial encounter",,,Dermatology
"T22349D Burn of third degree of unspecified axilla, subsequent encounter",,,Dermatology
"T22349S Burn of third degree of unspecified axilla, sequela",,,Dermatology
"T22351A Burn of third degree of right shoulder, initial encounter",,,Dermatology
"T22351D Burn of third degree of right shoulder, subsequent encounter",,,Dermatology
"T22351S Burn of third degree of right shoulder, sequela",,,Dermatology
"T22352A Burn of third degree of left shoulder, initial encounter",,,Dermatology
"T22352D Burn of third degree of left shoulder, subsequent encounter",,,Dermatology
"T22352S Burn of third degree of left shoulder, sequela",,,Dermatology
"T22359A Burn of third degree of unspecified shoulder, initial encounter",,,Dermatology
"T22359D Burn of third degree of unspecified shoulder, subsequent encounter",,,Dermatology
"T22359S Burn of third degree of unspecified shoulder, sequela",,,Dermatology
"T22361A Burn of third degree of right scapular region, initial encounter",,,Dermatology
"T22361D Burn of third degree of right scapular region, subsequent encounter",,,Dermatology
"T22361S Burn of third degree of right scapular region, sequela",,,Dermatology
"T22362A Burn of third degree of left scapular region, initial encounter",,,Dermatology
"T22362D Burn of third degree of left scapular region, subsequent encounter",,,Dermatology
"T22362S Burn of third degree of left scapular region, sequela",,,Dermatology
"T22369A Burn of third degree of unspecified scapular region, initial encounter",,,Dermatology
"T22369D Burn of third degree of unspecified scapular region, subsequent encounter",,,Dermatology
"T22369S Burn of third degree of unspecified scapular region, sequela",,,Dermatology
"T22391A Burn of third degree of multiple sites of right shoulder and upper limb, except wrist and hand,
initial encounter",,,Dermatology
"T22391D Burn of third degree of multiple sites of right shoulder and upper limb, except wrist and hand,
subsequent encounter",,,Dermatology
"T22391S Burn of third degree of multiple sites of right shoulder and upper limb, except wrist and hand,
sequela",,,Dermatology
"T22392A Burn of third degree of multiple sites of left shoulder and upper limb, except wrist and hand,
initial encounter",,,Dermatology
"T22392D Burn of third degree of multiple sites of left shoulder and upper limb, except wrist and hand,
subsequent encounter",,,Dermatology
"T22392S Burn of third degree of multiple sites of left shoulder and upper limb, except wrist and hand,
sequela",,,Dermatology
"T22399A Burn of third degree of multiple sites of unspecified shoulder and upper limb, except wrist and
hand, initial encounter",,,Dermatology
"T22399D Burn of third degree of multiple sites of unspecified shoulder and upper limb, except wrist and
hand, subsequent encounter",,,Dermatology
"T22399S Burn of third degree of multiple sites of unspecified shoulder and upper limb, except wrist and
hand, sequela",,,Dermatology
"T23001A Burn of unspecified degree of right hand, unspecified site, initial encounter",,,Dermatology
"T23001D Burn of unspecified degree of right hand, unspecified site, subsequent encounter",,,Dermatology
"T23001S Burn of unspecified degree of right hand, unspecified site, sequela",,,Dermatology
"T23002A Burn of unspecified degree of left hand, unspecified site, initial encounter",,,Dermatology
"T23002D Burn of unspecified degree of left hand, unspecified site, subsequent encounter",,,Dermatology
"T23002S Burn of unspecified degree of left hand, unspecified site, sequela",,,Dermatology
"T23009A Burn of unspecified degree of unspecified hand, unspecified site, initial encounter",,,Dermatology
"T23009D Burn of unspecified degree of unspecified hand, unspecified site, subsequent encounter",,,Dermatology
"T23009S Burn of unspecified degree of unspecified hand, unspecified site, sequela",,,Dermatology
"T23011A Burn of unspecified degree of right thumb (nail), initial encounter",,,Dermatology
"T23011D Burn of unspecified degree of right thumb (nail), subsequent encounter",,,Dermatology
"T23011S Burn of unspecified degree of right thumb (nail), sequela",,,Dermatology
"T23012A Burn of unspecified degree of left thumb (nail), initial encounter",,,Dermatology
"T23012D Burn of unspecified degree of left thumb (nail), subsequent encounter",,,Dermatology
"T23012S Burn of unspecified degree of left thumb (nail), sequela",,,Dermatology
"T23019A Burn of unspecified degree of unspecified thumb (nail), initial encounter",,,Dermatology
"T23019D Burn of unspecified degree of unspecified thumb (nail), subsequent encounter",,,Dermatology
"T23019S Burn of unspecified degree of unspecified thumb (nail), sequela",,,Dermatology
"T23021A Burn of unspecified degree of single right finger (nail) except thumb, initial encounter",,,Dermatology
