Diagnosis,Symptoms,MEDICATION,Specialty
"H8112   Benign paroxysmal vertigo, left ear",,,ENT
"H8113   Benign paroxysmal vertigo, bilateral",,,ENT
"H8120   Vestibular neuronitis, unspecified ear",,,ENT
"H8121   Vestibular neuronitis, right ear",,,ENT
"H8122   Vestibular neuronitis, left ear",,,ENT
"H81311  Aural vertigo, right ear",,,ENT
"H81312  Aural vertigo, left ear",,,ENT
"H81313  Aural vertigo, bilateral",,,ENT
"H81319  Aural vertigo, unspecified ear",,,ENT
"H81391  Other peripheral vertigo, right ear",,,ENT
"H81392  Other peripheral vertigo, left ear",,,ENT
"H81393  Other peripheral vertigo, bilateral",,,ENT
"H81399  Other peripheral vertigo, unspecified ear",,,ENT
"H8141   Vertigo of central origin, right ear",,,ENT
"H8142   Vertigo of central origin, left ear",,,ENT
"H8143   Vertigo of central origin, bilateral",,,ENT
"H8149   Vertigo of central origin, unspecified ear",,,ENT
"H818X1  Other disorders of vestibular function, right ear",,,ENT
"H818X2  Other disorders of vestibular function, left ear",,,ENT
"H818X9  Other disorders of vestibular function, unspecified ear",,,ENT
"H8190   Unspecified disorder of vestibular function, unspecified ear",,,ENT
"H8191   Unspecified disorder of vestibular function, right ear",,,ENT
"H8192   Unspecified disorder of vestibular function, left ear",,,ENT
"H821    Vertiginous syndromes in diseases classified elsewhere, right ear",,,ENT
"H822    Vertiginous syndromes in diseases classified elsewhere, left ear",,,ENT
"H829    Vertiginous syndromes in diseases classified elsewhere, unspecified ear",,,ENT
"H8301   Labyrinthitis, right ear",,,ENT
"H8302   Labyrinthitis, left ear",,,ENT
"H8309   Labyrinthitis, unspecified ear",,,ENT
"H8311   Labyrinthine fistula, right ear",,,ENT
"H8312   Labyrinthine fistula, left ear",,,ENT
"H8319   Labyrinthine fistula, unspecified ear",,,ENT
"H832X1  Labyrinthine dysfunction, right ear",,,ENT
"H832X2  Labyrinthine dysfunction, left ear",,,ENT
"H832X9  Labyrinthine dysfunction, unspecified ear",,,ENT
H833X1  Noise effects on right inner ear,,,ENT
H833X2  Noise effects on left inner ear,,,ENT
"H833X3  Noise effects on inner ear, bilateral",,,ENT
"H833X9  Noise effects on inner ear, unspecified ear",,,ENT
H838X1  Other specified diseases of right inner ear,,,ENT
H838X2  Other specified diseases of left inner ear,,,ENT
"H838X3  Other specified diseases of inner ear, bilateral",,,ENT
"H838X9  Other specified diseases of inner ear, unspecified ear",,,ENT
"H8390   Unspecified disease of inner ear, unspecified ear",,,ENT
H8391   Unspecified disease of right inner ear,,,ENT
H8392   Unspecified disease of left inner ear,,,ENT
"H8393   Unspecified disease of inner ear, bilateral",,,ENT
"H9011   Conductive hearing loss, unilateral, right ear, with unrestricted hearing on the contralateral side",,,ENT
"H9012   Conductive hearing loss, unilateral, left ear, with unrestricted hearing on the contralateral side",,,ENT
"H9041   Sensorineural hearing loss, unilateral, right ear, with unrestricted hearing on the contralateral
side",,,ENT
"H9042   Sensorineural hearing loss, unilateral, left ear, with unrestricted hearing on the contralateral
side",,,ENT
"H9071   Mixed conductive and sensorineural hearing loss, unilateral, right ear, with unrestricted hearing
on the contralateral side",,,ENT
"H9072   Mixed conductive and sensorineural hearing loss, unilateral, left ear, with unrestricted hearing
on the contralateral side",,,ENT
"H90A11  Conductive hearing loss, unilateral, right ear with restricted hearing on the contralateral side",,,ENT
"H90A12  Conductive hearing loss, unilateral, left ear with restricted hearing on the contralateral side",,,ENT
"H90A21  Sensorineural hearing loss, unilateral, right ear, with restricted hearing on the contralateral
side",,,ENT
"H90A22  Sensorineural hearing loss, unilateral, left ear, with restricted hearing on the contralateral side",,,ENT
"H90A31  Mixed conductive and sensorineural hearing loss, unilateral, right ear with restricted hearing on
the contralateral side",,,ENT
"H90A32  Mixed conductive and sensorineural hearing loss, unilateral, left ear with restricted hearing on
the contralateral side",,,ENT
"H9101   Ototoxic hearing loss, right ear",,,ENT
"H9102   Ototoxic hearing loss, left ear",,,ENT
"H9109   Ototoxic hearing loss, unspecified ear",,,ENT
"H9110   Presbycusis, unspecified ear",,,ENT
"H9111   Presbycusis, right ear",,,ENT
"H9112   Presbycusis, left ear",,,ENT
"H9120   Sudden idiopathic hearing loss, unspecified ear",,,ENT
"H9121   Sudden idiopathic hearing loss, right ear",,,ENT
"H9122   Sudden idiopathic hearing loss, left ear",,,ENT
"H918X1  Other specified hearing loss, right ear",,,ENT
"H918X2  Other specified hearing loss, left ear",,,ENT
"H918X9  Other specified hearing loss, unspecified ear",,,ENT
"H9190   Unspecified hearing loss, unspecified ear",,,ENT
"H9191   Unspecified hearing loss, right ear",,,ENT
"H9192   Unspecified hearing loss, left ear",,,ENT
"H9201   Otalgia, right ear",,,ENT
"H9202   Otalgia, left ear",,,ENT
"H9209   Otalgia, unspecified ear",,,ENT
"H9210   Otorrhea, unspecified ear",,,ENT
"H9211   Otorrhea, right ear",,,ENT
"H9212   Otorrhea, left ear",,,ENT
"H9220   Otorrhagia, unspecified ear",,,ENT
"H9221   Otorrhagia, right ear",,,ENT
"H9222   Otorrhagia, left ear",,,ENT
"H93011  Transient ischemic deafness, right ear",,,ENT
"H93012  Transient ischemic deafness, left ear",,,ENT
"H93019  Transient ischemic deafness, unspecified ear",,,ENT
H93091  Unspecified degenerative and vascular disorders of right ear,,,ENT
H93092  Unspecified degenerative and vascular disorders of left ear,,,ENT
"H93093  Unspecified degenerative and vascular disorders of ear, bilateral",,,ENT
H93099  Unspecified degenerative and vascular disorders of unspecified ear,,,ENT
"H9311   Tinnitus, right ear",,,ENT
"H9312   Tinnitus, left ear",,,ENT
"H9319   Tinnitus, unspecified ear",,,ENT
"H93A1   Pulsatile tinnitus, right ear",,,ENT
"H93A2   Pulsatile tinnitus, left ear",,,ENT
"H93A9   Pulsatile tinnitus, unspecified ear",,,ENT
"H93211  Auditory recruitment, right ear",,,ENT
"H93212  Auditory recruitment, left ear",,,ENT
"H93219  Auditory recruitment, unspecified ear",,,ENT
"H93221  Diplacusis, right ear",,,ENT
"H93222  Diplacusis, left ear",,,ENT
"H93229  Diplacusis, unspecified ear",,,ENT
"H93231  Hyperacusis, right ear",,,ENT
"H93232  Hyperacusis, left ear",,,ENT
"H93239  Hyperacusis, unspecified ear",,,ENT
"H93241  Temporary auditory threshold shift, right ear",,,ENT
"H93242  Temporary auditory threshold shift, left ear",,,ENT
"H93249  Temporary auditory threshold shift, unspecified ear",,,ENT
"H93291  Other abnormal auditory perceptions, right ear",,,ENT
"H93292  Other abnormal auditory perceptions, left ear",,,ENT
"H93299  Other abnormal auditory perceptions, unspecified ear",,,ENT
H938X1  Other specified disorders of right ear,,,ENT
H938X2  Other specified disorders of left ear,,,ENT
"H938X3  Other specified disorders of ear, bilateral",,,ENT
"H938X9  Other specified disorders of ear, unspecified ear",,,ENT
"H9390   Unspecified disorder of ear, unspecified ear",,,ENT
H9391   Unspecified disorder of right ear,,,ENT
H9392   Unspecified disorder of left ear,,,ENT
"H9393   Unspecified disorder of ear, bilateral",,,ENT
"H9400   Acoustic neuritis in infectious and parasitic diseases classified elsewhere, unspecified ear",,,ENT
"H9401   Acoustic neuritis in infectious and parasitic diseases classified elsewhere, right ear",,,ENT
"H9402   Acoustic neuritis in infectious and parasitic diseases classified elsewhere, left ear",,,ENT
"H9480   Other specified disorders of ear in diseases classified elsewhere, unspecified ear",,,ENT
H9481   Other specified disorders of right ear in diseases classified elsewhere,,,ENT
H9482   Other specified disorders of left ear in diseases classified elsewhere,,,ENT
"H9483   Other specified disorders of ear in diseases classified elsewhere, bilateral",,,ENT
"H9500   Recurrent cholesteatoma of postmastoidectomy cavity, unspecified ear",,,ENT
"H9501   Recurrent cholesteatoma of postmastoidectomy cavity, right ear",,,ENT
"H9502   Recurrent cholesteatoma of postmastoidectomy cavity, left ear",,,ENT
"H95111  Chronic inflammation of postmastoidectomy cavity, right ear",,,ENT
"H95112  Chronic inflammation of postmastoidectomy cavity, left ear",,,ENT
"H95119  Chronic inflammation of postmastoidectomy cavity, unspecified ear",,,ENT
"H95121  Granulation of postmastoidectomy cavity, right ear",,,ENT
"H95122  Granulation of postmastoidectomy cavity, left ear",,,ENT
"H95129  Granulation of postmastoidectomy cavity, unspecified ear",,,ENT
"H95131  Mucosal cyst of postmastoidectomy cavity, right ear",,,ENT
"H95132  Mucosal cyst of postmastoidectomy cavity, left ear",,,ENT
"H95139  Mucosal cyst of postmastoidectomy cavity, unspecified ear",,,ENT
"H95191  Other disorders following mastoidectomy, right ear",,,ENT
"H95192  Other disorders following mastoidectomy, left ear",,,ENT
"H95199  Other disorders following mastoidectomy, unspecified ear",,,ENT
"H9521   Intraoperative hemorrhage and hematoma of ear and mastoid process complicating a
procedure on the ear and mastoid process",,,ENT
"H9522   Intraoperative hemorrhage and hematoma of ear and mastoid process complicating other
procedure",,,ENT
"H9531   Accidental puncture and laceration of the ear and mastoid process during a procedure on the
ear and mastoid process",,,ENT
H9532   Accidental puncture and laceration of the ear and mastoid process during other procedure,,,ENT
"H9541   Postprocedural hemorrhage of ear and mastoid process following a procedure on the ear and
mastoid process",,,ENT
H9542   Postprocedural hemorrhage of ear and mastoid process following other procedure,,,ENT
"H9551   Postprocedural hematoma of ear and mastoid process following a procedure on the ear and
mastoid process",,,ENT
H9552   Postprocedural hematoma of ear and mastoid process following other procedure,,,ENT
"H9553   Postprocedural seroma of ear and mastoid process following a procedure on the ear and
mastoid process",,,ENT
H9554   Postprocedural seroma of ear and mastoid process following other procedure,,,ENT
H95811  Postprocedural stenosis of right external ear canal,,,ENT
H95812  Postprocedural stenosis of left external ear canal,,,ENT
"H95813  Postprocedural stenosis of external ear canal, bilateral",,,ENT
H95819  Postprocedural stenosis of unspecified external ear canal,,,ENT
"H9588   Other intraoperative complications and disorders of the ear and mastoid process, not elsewhere
classified",,,ENT
"H9589   Other postprocedural complications and disorders of the ear and mastoid process, not
elsewhere classified",,,ENT
"J0100   Acute maxillary sinusitis, unspecified",,,ENT
J0101   Acute recurrent maxillary sinusitis,,,ENT
"J0110   Acute frontal sinusitis, unspecified",,,ENT
J0111   Acute recurrent frontal sinusitis,,,ENT
"J0120   Acute ethmoidal sinusitis, unspecified",,,ENT
J0121   Acute recurrent ethmoidal sinusitis,,,ENT
"J0130   Acute sphenoidal sinusitis, unspecified",,,ENT
J0131   Acute recurrent sphenoidal sinusitis,,,ENT
J0180   Other acute sinusitis,,,ENT
J0181   Other acute recurrent sinusitis,,,ENT
"J0190   Acute sinusitis, unspecified",,,ENT
"J0191   Acute recurrent sinusitis, unspecified",,,ENT
J020    Streptococcal pharyngitis,,,ENT
J028    Acute pharyngitis due to other specified organisms,,,ENT
"J029    Acute pharyngitis, unspecified",,,ENT
"J0300   Acute streptococcal tonsillitis, unspecified",,,ENT
J0301   Acute recurrent streptococcal tonsillitis,,,ENT
J0380   Acute tonsillitis due to other specified organisms,,,ENT
J0381   Acute recurrent tonsillitis due to other specified organisms,,,ENT
"J0390   Acute tonsillitis, unspecified",,,ENT
"J0391   Acute recurrent tonsillitis, unspecified",,,ENT
J040    Acute laryngitis,,,ENT
J050    Acute obstructive laryngitis [croup],,,ENT
J1083   Influenza due to other identified influenza virus with otitis media,,,ENT
J1183   Influenza due to unidentified influenza virus with otitis media,,,ENT
J300    Vasomotor rhinitis,,,ENT
J301    Allergic rhinitis due to pollen,,,ENT
J302    Other seasonal allergic rhinitis,,,ENT
J305    Allergic rhinitis due to food,,,ENT
J3081   Allergic rhinitis due to animal (cat) (dog) hair and dander,,,ENT
J3089   Other allergic rhinitis,,,ENT
"J309    Allergic rhinitis, unspecified",,,ENT
J310    Chronic rhinitis,,,ENT
J312    Chronic pharyngitis,,,ENT
J320    Chronic maxillary sinusitis,,,ENT
J321    Chronic frontal sinusitis,,,ENT
J322    Chronic ethmoidal sinusitis,,,ENT
J323    Chronic sphenoidal sinusitis,,,ENT
J328    Other chronic sinusitis,,,ENT
"J329    Chronic sinusitis, unspecified",,,ENT
"J340    Abscess, furuncle and carbuncle of nose",,,ENT
J341    Cyst and mucocele of nose and nasal sinus,,,ENT
J3489   Other specified disorders of nose and nasal sinuses,,,ENT
J349    Unspecified disorder of nose and nasal sinuses,,,ENT
J3501   Chronic tonsillitis,,,ENT
J3503   Chronic tonsillitis and adenoiditis,,,ENT
J370    Chronic laryngitis,,,ENT
M950    Acquired deformity of nose,,,ENT
"M9510   Cauliflower ear, unspecified ear",,,ENT
"M9511   Cauliflower ear, right ear",,,ENT
"M9512   Cauliflower ear, left ear",,,ENT
Q160    Congenital absence of (ear) auricle,,,ENT
Q163    Congenital malformation of ear ossicles,,,ENT
Q164    Other congenital malformations of middle ear,,,ENT
Q165    Congenital malformation of inner ear,,,ENT
"Q169    Congenital malformation of ear causing impairment of hearing, unspecified",,,ENT
Q173    Other misshapen ear,,,ENT
Q174    Misplaced ear,,,ENT
Q175    Prominent ear,,,ENT
Q178    Other specified congenital malformations of ear,,,ENT
"Q179    Congenital malformation of ear, unspecified",,,ENT
Q301    Agenesis and underdevelopment of nose,,,ENT
"Q302    Fissured, notched and cleft nose",,,ENT
Q308    Other congenital malformations of nose,,,ENT
"Q309    Congenital malformation of nose, unspecified",,,ENT
R041    Hemorrhage from throat,,,ENT
R070    Pain in throat,,,ENT
R94128  Abnormal results of other function studies of ear and other special senses,,,ENT
"S0030XA Unspecified superficial injury of nose, initial encounter",,,ENT
"S0030XD Unspecified superficial injury of nose, subsequent encounter",,,ENT
"S0030XS Unspecified superficial injury of nose, sequela",,,ENT
"S0031XA Abrasion of nose, initial encounter",,,ENT
"S0031XD Abrasion of nose, subsequent encounter",,,ENT
"S0031XS Abrasion of nose, sequela",,,ENT
"S0032XA Blister (nonthermal) of nose, initial encounter",,,ENT
"S0032XD Blister (nonthermal) of nose, subsequent encounter",,,ENT
"S0032XS Blister (nonthermal) of nose, sequela",,,ENT
"S0033XA Contusion of nose, initial encounter",,,ENT
"S0033XD Contusion of nose, subsequent encounter",,,ENT
"S0033XS Contusion of nose, sequela",,,ENT
"S0034XA External constriction of nose, initial encounter",,,ENT
"S0034XD External constriction of nose, subsequent encounter",,,ENT
"S0034XS External constriction of nose, sequela",,,ENT
"S0035XA Superficial foreign body of nose, initial encounter",,,ENT
"S0035XD Superficial foreign body of nose, subsequent encounter",,,ENT
"S0035XS Superficial foreign body of nose, sequela",,,ENT
"S0036XA Insect bite (nonvenomous) of nose, initial encounter",,,ENT
"S0036XD Insect bite (nonvenomous) of nose, subsequent encounter",,,ENT
"S0036XS Insect bite (nonvenomous) of nose, sequela",,,ENT
"S0037XA Other superficial bite of nose, initial encounter",,,ENT
"S0037XD Other superficial bite of nose, subsequent encounter",,,ENT
"S0037XS Other superficial bite of nose, sequela",,,ENT
"S00401A Unspecified superficial injury of right ear, initial encounter",,,ENT
"S00401D Unspecified superficial injury of right ear, subsequent encounter",,,ENT
"S00401S Unspecified superficial injury of right ear, sequela",,,ENT
"S00402A Unspecified superficial injury of left ear, initial encounter",,,ENT
"S00402D Unspecified superficial injury of left ear, subsequent encounter",,,ENT
"S00402S Unspecified superficial injury of left ear, sequela",,,ENT
"S00409A Unspecified superficial injury of unspecified ear, initial encounter",,,ENT
"S00409D Unspecified superficial injury of unspecified ear, subsequent encounter",,,ENT
"S00409S Unspecified superficial injury of unspecified ear, sequela",,,ENT
"S00411A Abrasion of right ear, initial encounter",,,ENT
"S00411D Abrasion of right ear, subsequent encounter",,,ENT
"S00411S Abrasion of right ear, sequela",,,ENT
"S00412A Abrasion of left ear, initial encounter",,,ENT
"S00412D Abrasion of left ear, subsequent encounter",,,ENT
"S00412S Abrasion of left ear, sequela",,,ENT
"S00419A Abrasion of unspecified ear, initial encounter",,,ENT
"S00419D Abrasion of unspecified ear, subsequent encounter",,,ENT
"S00419S Abrasion of unspecified ear, sequela",,,ENT
"S00421A Blister (nonthermal) of right ear, initial encounter",,,ENT
"S00421D Blister (nonthermal) of right ear, subsequent encounter",,,ENT
"S00421S Blister (nonthermal) of right ear, sequela",,,ENT
"S00422A Blister (nonthermal) of left ear, initial encounter",,,ENT
"S00422D Blister (nonthermal) of left ear, subsequent encounter",,,ENT
"S00422S Blister (nonthermal) of left ear, sequela",,,ENT
"S00429A Blister (nonthermal) of unspecified ear, initial encounter",,,ENT
"S00429D Blister (nonthermal) of unspecified ear, subsequent encounter",,,ENT
"S00429S Blister (nonthermal) of unspecified ear, sequela",,,ENT
"S00431A Contusion of right ear, initial encounter",,,ENT
"S00431D Contusion of right ear, subsequent encounter",,,ENT
"S00431S Contusion of right ear, sequela",,,ENT
"S00432A Contusion of left ear, initial encounter",,,ENT
"S00432D Contusion of left ear, subsequent encounter",,,ENT
"S00432S Contusion of left ear, sequela",,,ENT
"S00439A Contusion of unspecified ear, initial encounter",,,ENT
"S00439D Contusion of unspecified ear, subsequent encounter",,,ENT
"S00439S Contusion of unspecified ear, sequela",,,ENT
"S00441A External constriction of right ear, initial encounter",,,ENT
"S00441D External constriction of right ear, subsequent encounter",,,ENT
"S00441S External constriction of right ear, sequela",,,ENT
"S00442A External constriction of left ear, initial encounter",,,ENT
"S00442D External constriction of left ear, subsequent encounter",,,ENT
"S00442S External constriction of left ear, sequela",,,ENT
"S00449A External constriction of unspecified ear, initial encounter",,,ENT
"S00449D External constriction of unspecified ear, subsequent encounter",,,ENT
"S00449S External constriction of unspecified ear, sequela",,,ENT
"S00451A Superficial foreign body of right ear, initial encounter",,,ENT
"S00451D Superficial foreign body of right ear, subsequent encounter",,,ENT
"S00451S Superficial foreign body of right ear, sequela",,,ENT
"S00452A Superficial foreign body of left ear, initial encounter",,,ENT
"S00452D Superficial foreign body of left ear, subsequent encounter",,,ENT
"S00452S Superficial foreign body of left ear, sequela",,,ENT
"S00459A Superficial foreign body of unspecified ear, initial encounter",,,ENT
"S00459D Superficial foreign body of unspecified ear, subsequent encounter",,,ENT
"S00459S Superficial foreign body of unspecified ear, sequela",,,ENT
"S00461A Insect bite (nonvenomous) of right ear, initial encounter",,,ENT
"S00461D Insect bite (nonvenomous) of right ear, subsequent encounter",,,ENT
"S00461S Insect bite (nonvenomous) of right ear, sequela",,,ENT
"S00462A Insect bite (nonvenomous) of left ear, initial encounter",,,ENT
"S00462D Insect bite (nonvenomous) of left ear, subsequent encounter",,,ENT
"S00462S Insect bite (nonvenomous) of left ear, sequela",,,ENT
"S00469A Insect bite (nonvenomous) of unspecified ear, initial encounter",,,ENT
"S00469D Insect bite (nonvenomous) of unspecified ear, subsequent encounter",,,ENT
"S00469S Insect bite (nonvenomous) of unspecified ear, sequela",,,ENT
"S00471A Other superficial bite of right ear, initial encounter",,,ENT
"S00471D Other superficial bite of right ear, subsequent encounter",,,ENT
"S00471S Other superficial bite of right ear, sequela",,,ENT
"S00472A Other superficial bite of left ear, initial encounter",,,ENT
"S00472D Other superficial bite of left ear, subsequent encounter",,,ENT
"S00472S Other superficial bite of left ear, sequela",,,ENT
"S00479A Other superficial bite of unspecified ear, initial encounter",,,ENT
"S00479D Other superficial bite of unspecified ear, subsequent encounter",,,ENT
"S00479S Other superficial bite of unspecified ear, sequela",,,ENT
"S0120XA Unspecified open wound of nose, initial encounter",,,ENT
"S0120XD Unspecified open wound of nose, subsequent encounter",,,ENT
"S0120XS Unspecified open wound of nose, sequela",,,ENT
"S0121XA Laceration without foreign body of nose, initial encounter",,,ENT
"S0121XD Laceration without foreign body of nose, subsequent encounter",,,ENT
"S0121XS Laceration without foreign body of nose, sequela",,,ENT
"S0122XA Laceration with foreign body of nose, initial encounter",,,ENT
"S0122XD Laceration with foreign body of nose, subsequent encounter",,,ENT
"S0122XS Laceration with foreign body of nose, sequela",,,ENT
"S0123XA Puncture wound without foreign body of nose, initial encounter",,,ENT
"S0123XD Puncture wound without foreign body of nose, subsequent encounter",,,ENT
"S0123XS Puncture wound without foreign body of nose, sequela",,,ENT
"S0124XA Puncture wound with foreign body of nose, initial encounter",,,ENT
"S0124XD Puncture wound with foreign body of nose, subsequent encounter",,,ENT
"S0124XS Puncture wound with foreign body of nose, sequela",,,ENT
"S0125XA Open bite of nose, initial encounter",,,ENT
"S0125XD Open bite of nose, subsequent encounter",,,ENT
"S0125XS Open bite of nose, sequela",,,ENT
"S01301A Unspecified open wound of right ear, initial encounter",,,ENT
"S01301D Unspecified open wound of right ear, subsequent encounter",,,ENT
"S01301S Unspecified open wound of right ear, sequela",,,ENT
"S01302A Unspecified open wound of left ear, initial encounter",,,ENT
"S01302D Unspecified open wound of left ear, subsequent encounter",,,ENT
"S01302S Unspecified open wound of left ear, sequela",,,ENT
"S01309A Unspecified open wound of unspecified ear, initial encounter",,,ENT
"S01309D Unspecified open wound of unspecified ear, subsequent encounter",,,ENT
"S01309S Unspecified open wound of unspecified ear, sequela",,,ENT
"S01311A Laceration without foreign body of right ear, initial encounter",,,ENT
"S01311D Laceration without foreign body of right ear, subsequent encounter",,,ENT
"S01311S Laceration without foreign body of right ear, sequela",,,ENT
"S01312A Laceration without foreign body of left ear, initial encounter",,,ENT
"S01312D Laceration without foreign body of left ear, subsequent encounter",,,ENT
"S01312S Laceration without foreign body of left ear, sequela",,,ENT
"S01319A Laceration without foreign body of unspecified ear, initial encounter",,,ENT
"S01319D Laceration without foreign body of unspecified ear, subsequent encounter",,,ENT
"S01319S Laceration without foreign body of unspecified ear, sequela",,,ENT
"S01321A Laceration with foreign body of right ear, initial encounter",,,ENT
"S01321D Laceration with foreign body of right ear, subsequent encounter",,,ENT
"S01321S Laceration with foreign body of right ear, sequela",,,ENT
"S01322A Laceration with foreign body of left ear, initial encounter",,,ENT
"S01322D Laceration with foreign body of left ear, subsequent encounter",,,ENT
"S01322S Laceration with foreign body of left ear, sequela",,,ENT
"S01329A Laceration with foreign body of unspecified ear, initial encounter",,,ENT
"S01329D Laceration with foreign body of unspecified ear, subsequent encounter",,,ENT
"S01329S Laceration with foreign body of unspecified ear, sequela",,,ENT
"S01331A Puncture wound without foreign body of right ear, initial encounter",,,ENT
"S01331D Puncture wound without foreign body of right ear, subsequent encounter",,,ENT
"S01331S Puncture wound without foreign body of right ear, sequela",,,ENT
"S01332A Puncture wound without foreign body of left ear, initial encounter",,,ENT
"S01332D Puncture wound without foreign body of left ear, subsequent encounter",,,ENT
"S01332S Puncture wound without foreign body of left ear, sequela",,,ENT
"S01339A Puncture wound without foreign body of unspecified ear, initial encounter",,,ENT
"S01339D Puncture wound without foreign body of unspecified ear, subsequent encounter",,,ENT
"S01339S Puncture wound without foreign body of unspecified ear, sequela",,,ENT
"S01341A Puncture wound with foreign body of right ear, initial encounter",,,ENT
"S01341D Puncture wound with foreign body of right ear, subsequent encounter",,,ENT
"S01341S Puncture wound with foreign body of right ear, sequela",,,ENT
"S01342A Puncture wound with foreign body of left ear, initial encounter",,,ENT
"S01342D Puncture wound with foreign body of left ear, subsequent encounter",,,ENT
"S01342S Puncture wound with foreign body of left ear, sequela",,,ENT
"S01349A Puncture wound with foreign body of unspecified ear, initial encounter",,,ENT
"S01349D Puncture wound with foreign body of unspecified ear, subsequent encounter",,,ENT
"S01349S Puncture wound with foreign body of unspecified ear, sequela",,,ENT
"S01351A Open bite of right ear, initial encounter",,,ENT
"S01351D Open bite of right ear, subsequent encounter",,,ENT
"S01351S Open bite of right ear, sequela",,,ENT
"S01352A Open bite of left ear, initial encounter",,,ENT
"S01352D Open bite of left ear, subsequent encounter",,,ENT
"S01352S Open bite of left ear, sequela",,,ENT
"S01359A Open bite of unspecified ear, initial encounter",,,ENT
"S01359D Open bite of unspecified ear, subsequent encounter",,,ENT
"S01359S Open bite of unspecified ear, sequela",,,ENT
"S031XXA Dislocation of septal cartilage of nose, initial encounter",,,ENT
"S031XXD Dislocation of septal cartilage of nose, subsequent encounter",,,ENT
"S031XXS Dislocation of septal cartilage of nose, sequela",,,ENT
"S08111A Complete traumatic amputation of right ear, initial encounter",,,ENT
"S08111D Complete traumatic amputation of right ear, subsequent encounter",,,ENT
"S08111S Complete traumatic amputation of right ear, sequela",,,ENT
"S08112A Complete traumatic amputation of left ear, initial encounter",,,ENT
"S08112D Complete traumatic amputation of left ear, subsequent encounter",,,ENT
"S08112S Complete traumatic amputation of left ear, sequela",,,ENT
"S08119A Complete traumatic amputation of unspecified ear, initial encounter",,,ENT
"S08119D Complete traumatic amputation of unspecified ear, subsequent encounter",,,ENT
"S08119S Complete traumatic amputation of unspecified ear, sequela",,,ENT
"S08121A Partial traumatic amputation of right ear, initial encounter",,,ENT
"S08121D Partial traumatic amputation of right ear, subsequent encounter",,,ENT
"S08121S Partial traumatic amputation of right ear, sequela",,,ENT
"S08122A Partial traumatic amputation of left ear, initial encounter",,,ENT
"S08122D Partial traumatic amputation of left ear, subsequent encounter",,,ENT
"S08122S Partial traumatic amputation of left ear, sequela",,,ENT
"S08129A Partial traumatic amputation of unspecified ear, initial encounter",,,ENT
"S08129D Partial traumatic amputation of unspecified ear, subsequent encounter",,,ENT
"S08129S Partial traumatic amputation of unspecified ear, sequela",,,ENT
"S08811A Complete traumatic amputation of nose, initial encounter",,,ENT
"S08811D Complete traumatic amputation of nose, subsequent encounter",,,ENT
"S08811S Complete traumatic amputation of nose, sequela",,,ENT
"S08812A Partial traumatic amputation of nose, initial encounter",,,ENT
"S08812D Partial traumatic amputation of nose, subsequent encounter",,,ENT
"S08812S Partial traumatic amputation of nose, sequela",,,ENT
"S0920XA Traumatic rupture of unspecified ear drum, initial encounter",,,ENT
"S0920XD Traumatic rupture of unspecified ear drum, subsequent encounter",,,ENT
"S0920XS Traumatic rupture of unspecified ear drum, sequela",,,ENT
"S0921XA Traumatic rupture of right ear drum, initial encounter",,,ENT
"S0921XD Traumatic rupture of right ear drum, subsequent encounter",,,ENT
"S0921XS Traumatic rupture of right ear drum, sequela",,,ENT
"S0922XA Traumatic rupture of left ear drum, initial encounter",,,ENT
"S0922XD Traumatic rupture of left ear drum, subsequent encounter",,,ENT
"S0922XS Traumatic rupture of left ear drum, sequela",,,ENT
"S09301A Unspecified injury of right middle and inner ear, initial encounter",,,ENT
"S09301D Unspecified injury of right middle and inner ear, subsequent encounter",,,ENT
"S09301S Unspecified injury of right middle and inner ear, sequela",,,ENT
"S09302A Unspecified injury of left middle and inner ear, initial encounter",,,ENT
"S09302D Unspecified injury of left middle and inner ear, subsequent encounter",,,ENT
"S09302S Unspecified injury of left middle and inner ear, sequela",,,ENT
"S09309A Unspecified injury of unspecified middle and inner ear, initial encounter",,,ENT
"S09309D Unspecified injury of unspecified middle and inner ear, subsequent encounter",,,ENT
"S09309S Unspecified injury of unspecified middle and inner ear, sequela",,,ENT
"S09311A Primary blast injury of right ear, initial encounter",,,ENT
"S09311D Primary blast injury of right ear, subsequent encounter",,,ENT
"S09311S Primary blast injury of right ear, sequela",,,ENT
"S09312A Primary blast injury of left ear, initial encounter",,,ENT
"S09312D Primary blast injury of left ear, subsequent encounter",,,ENT
"S09312S Primary blast injury of left ear, sequela",,,ENT
"S09313A Primary blast injury of ear, bilateral, initial encounter",,,ENT
"S09313D Primary blast injury of ear, bilateral, subsequent encounter",,,ENT
"S09313S Primary blast injury of ear, bilateral, sequela",,,ENT
"S09319A Primary blast injury of unspecified ear, initial encounter",,,ENT
"S09319D Primary blast injury of unspecified ear, subsequent encounter",,,ENT
"S09319S Primary blast injury of unspecified ear, sequela",,,ENT
"S09391A Other specified injury of right middle and inner ear, initial encounter",,,ENT
"S09391D Other specified injury of right middle and inner ear, subsequent encounter",,,ENT
"S09391S Other specified injury of right middle and inner ear, sequela",,,ENT
"S09392A Other specified injury of left middle and inner ear, initial encounter",,,ENT
"S09392D Other specified injury of left middle and inner ear, subsequent encounter",,,ENT
"S09392S Other specified injury of left middle and inner ear, sequela",,,ENT
"S09399A Other specified injury of unspecified middle and inner ear, initial encounter",,,ENT
