Diagnosis,Symptoms,MEDICATION,Specialty
"S36114S Minor laceration of liver, sequela",,,Gastroenterology
"S36115A Moderate laceration of liver, initial encounter",,,Gastroenterology
"S36115D Moderate laceration of liver, subsequent encounter",,,Gastroenterology
"S36115S Moderate laceration of liver, sequela",,,Gastroenterology
"S36116A Major laceration of liver, initial encounter",,,Gastroenterology
"S36116D Major laceration of liver, subsequent encounter",,,Gastroenterology
"S36116S Major laceration of liver, sequela",,,Gastroenterology
"S36118A Other injury of liver, initial encounter",,,Gastroenterology
"S36118D Other injury of liver, subsequent encounter",,,Gastroenterology
"S36118S Other injury of liver, sequela",,,Gastroenterology
"S36119A Unspecified injury of liver, initial encounter",,,Gastroenterology
"S36119D Unspecified injury of liver, subsequent encounter",,,Gastroenterology
"S36119S Unspecified injury of liver, sequela",,,Gastroenterology
"S36122A Contusion of gallbladder, initial encounter",,,Gastroenterology
"S36122D Contusion of gallbladder, subsequent encounter",,,Gastroenterology
"S36122S Contusion of gallbladder, sequela",,,Gastroenterology
"S36123A Laceration of gallbladder, initial encounter",,,Gastroenterology
"S36123D Laceration of gallbladder, subsequent encounter",,,Gastroenterology
"S36123S Laceration of gallbladder, sequela",,,Gastroenterology
"S36128A Other injury of gallbladder, initial encounter",,,Gastroenterology
"S36128D Other injury of gallbladder, subsequent encounter",,,Gastroenterology
"S36128S Other injury of gallbladder, sequela",,,Gastroenterology
"S36129A Unspecified injury of gallbladder, initial encounter",,,Gastroenterology
"S36129D Unspecified injury of gallbladder, subsequent encounter",,,Gastroenterology
"S36129S Unspecified injury of gallbladder, sequela",,,Gastroenterology
"S36200A Unspecified injury of head of pancreas, initial encounter",,,Gastroenterology
"S36200D Unspecified injury of head of pancreas, subsequent encounter",,,Gastroenterology
"S36200S Unspecified injury of head of pancreas, sequela",,,Gastroenterology
"S36201A Unspecified injury of body of pancreas, initial encounter",,,Gastroenterology
"S36201D Unspecified injury of body of pancreas, subsequent encounter",,,Gastroenterology
"S36201S Unspecified injury of body of pancreas, sequela",,,Gastroenterology
"S36202A Unspecified injury of tail of pancreas, initial encounter",,,Gastroenterology
"S36202D Unspecified injury of tail of pancreas, subsequent encounter",,,Gastroenterology
"S36202S Unspecified injury of tail of pancreas, sequela",,,Gastroenterology
"S36209A Unspecified injury of unspecified part of pancreas, initial encounter",,,Gastroenterology
"S36209D Unspecified injury of unspecified part of pancreas, subsequent encounter",,,Gastroenterology
"S36209S Unspecified injury of unspecified part of pancreas, sequela",,,Gastroenterology
"S36220A Contusion of head of pancreas, initial encounter",,,Gastroenterology
"S36220D Contusion of head of pancreas, subsequent encounter",,,Gastroenterology
"S36220S Contusion of head of pancreas, sequela",,,Gastroenterology
"S36221A Contusion of body of pancreas, initial encounter",,,Gastroenterology
"S36221D Contusion of body of pancreas, subsequent encounter",,,Gastroenterology
"S36221S Contusion of body of pancreas, sequela",,,Gastroenterology
"S36222A Contusion of tail of pancreas, initial encounter",,,Gastroenterology
"S36222D Contusion of tail of pancreas, subsequent encounter",,,Gastroenterology
"S36222S Contusion of tail of pancreas, sequela",,,Gastroenterology
"S36229A Contusion of unspecified part of pancreas, initial encounter",,,Gastroenterology
"S36229D Contusion of unspecified part of pancreas, subsequent encounter",,,Gastroenterology
"S36229S Contusion of unspecified part of pancreas, sequela",,,Gastroenterology
"S36230A Laceration of head of pancreas, unspecified degree, initial encounter",,,Gastroenterology
"S36230D Laceration of head of pancreas, unspecified degree, subsequent encounter",,,Gastroenterology
"S36230S Laceration of head of pancreas, unspecified degree, sequela",,,Gastroenterology
"S36231A Laceration of body of pancreas, unspecified degree, initial encounter",,,Gastroenterology
"S36231D Laceration of body of pancreas, unspecified degree, subsequent encounter",,,Gastroenterology
"S36231S Laceration of body of pancreas, unspecified degree, sequela",,,Gastroenterology
"S36232A Laceration of tail of pancreas, unspecified degree, initial encounter",,,Gastroenterology
"S36232D Laceration of tail of pancreas, unspecified degree, subsequent encounter",,,Gastroenterology
"S36232S Laceration of tail of pancreas, unspecified degree, sequela",,,Gastroenterology
"S36239A Laceration of unspecified part of pancreas, unspecified degree, initial encounter",,,Gastroenterology
"S36239D Laceration of unspecified part of pancreas, unspecified degree, subsequent encounter",,,Gastroenterology
"S36239S Laceration of unspecified part of pancreas, unspecified degree, sequela",,,Gastroenterology
"S36240A Minor laceration of head of pancreas, initial encounter",,,Gastroenterology
"S36240D Minor laceration of head of pancreas, subsequent encounter",,,Gastroenterology
"S36240S Minor laceration of head of pancreas, sequela",,,Gastroenterology
"S36241A Minor laceration of body of pancreas, initial encounter",,,Gastroenterology
"S36241D Minor laceration of body of pancreas, subsequent encounter",,,Gastroenterology
"S36241S Minor laceration of body of pancreas, sequela",,,Gastroenterology
"S36242A Minor laceration of tail of pancreas, initial encounter",,,Gastroenterology
"S36242D Minor laceration of tail of pancreas, subsequent encounter",,,Gastroenterology
"S36242S Minor laceration of tail of pancreas, sequela",,,Gastroenterology
"S36249A Minor laceration of unspecified part of pancreas, initial encounter",,,Gastroenterology
"S36249D Minor laceration of unspecified part of pancreas, subsequent encounter",,,Gastroenterology
"S36249S Minor laceration of unspecified part of pancreas, sequela",,,Gastroenterology
"S36250A Moderate laceration of head of pancreas, initial encounter",,,Gastroenterology
"S36250D Moderate laceration of head of pancreas, subsequent encounter",,,Gastroenterology
"S36250S Moderate laceration of head of pancreas, sequela",,,Gastroenterology
"S36251A Moderate laceration of body of pancreas, initial encounter",,,Gastroenterology
"S36251D Moderate laceration of body of pancreas, subsequent encounter",,,Gastroenterology
"S36251S Moderate laceration of body of pancreas, sequela",,,Gastroenterology
"S36252A Moderate laceration of tail of pancreas, initial encounter",,,Gastroenterology
"S36252D Moderate laceration of tail of pancreas, subsequent encounter",,,Gastroenterology
"S36252S Moderate laceration of tail of pancreas, sequela",,,Gastroenterology
"S36259A Moderate laceration of unspecified part of pancreas, initial encounter",,,Gastroenterology
"S36259D Moderate laceration of unspecified part of pancreas, subsequent encounter",,,Gastroenterology
"S36259S Moderate laceration of unspecified part of pancreas, sequela",,,Gastroenterology
"S36260A Major laceration of head of pancreas, initial encounter",,,Gastroenterology
"S36260D Major laceration of head of pancreas, subsequent encounter",,,Gastroenterology
"S36260S Major laceration of head of pancreas, sequela",,,Gastroenterology
"S36261A Major laceration of body of pancreas, initial encounter",,,Gastroenterology
"S36261D Major laceration of body of pancreas, subsequent encounter",,,Gastroenterology
"S36261S Major laceration of body of pancreas, sequela",,,Gastroenterology
"S36262A Major laceration of tail of pancreas, initial encounter",,,Gastroenterology
"S36262D Major laceration of tail of pancreas, subsequent encounter",,,Gastroenterology
"S36262S Major laceration of tail of pancreas, sequela",,,Gastroenterology
"S36269A Major laceration of unspecified part of pancreas, initial encounter",,,Gastroenterology
"S36269D Major laceration of unspecified part of pancreas, subsequent encounter",,,Gastroenterology
"S36269S Major laceration of unspecified part of pancreas, sequela",,,Gastroenterology
"S36290A Other injury of head of pancreas, initial encounter",,,Gastroenterology
"S36290D Other injury of head of pancreas, subsequent encounter",,,Gastroenterology
"S36290S Other injury of head of pancreas, sequela",,,Gastroenterology
"S36291A Other injury of body of pancreas, initial encounter",,,Gastroenterology
"S36291D Other injury of body of pancreas, subsequent encounter",,,Gastroenterology
"S36291S Other injury of body of pancreas, sequela",,,Gastroenterology
"S36292A Other injury of tail of pancreas, initial encounter",,,Gastroenterology
"S36292D Other injury of tail of pancreas, subsequent encounter",,,Gastroenterology
"S36292S Other injury of tail of pancreas, sequela",,,Gastroenterology
"S36299A Other injury of unspecified part of pancreas, initial encounter",,,Gastroenterology
"S36299D Other injury of unspecified part of pancreas, subsequent encounter",,,Gastroenterology
"S36299S Other injury of unspecified part of pancreas, sequela",,,Gastroenterology
"S3630XA Unspecified injury of stomach, initial encounter",,,Gastroenterology
"S3630XD Unspecified injury of stomach, subsequent encounter",,,Gastroenterology
"S3630XS Unspecified injury of stomach, sequela",,,Gastroenterology
"S3632XA Contusion of stomach, initial encounter",,,Gastroenterology
"S3632XD Contusion of stomach, subsequent encounter",,,Gastroenterology
"S3632XS Contusion of stomach, sequela",,,Gastroenterology
"S3633XA Laceration of stomach, initial encounter",,,Gastroenterology
"S3633XD Laceration of stomach, subsequent encounter",,,Gastroenterology
"S3633XS Laceration of stomach, sequela",,,Gastroenterology
"S3639XA Other injury of stomach, initial encounter",,,Gastroenterology
"S3639XD Other injury of stomach, subsequent encounter",,,Gastroenterology
"S3639XS Other injury of stomach, sequela",,,Gastroenterology
"S36408A Unspecified injury of other part of small intestine, initial encounter",,,Gastroenterology
"S36408D Unspecified injury of other part of small intestine, subsequent encounter",,,Gastroenterology
"S36408S Unspecified injury of other part of small intestine, sequela",,,Gastroenterology
"S36409A Unspecified injury of unspecified part of small intestine, initial encounter",,,Gastroenterology
"S36409D Unspecified injury of unspecified part of small intestine, subsequent encounter",,,Gastroenterology
"S36409S Unspecified injury of unspecified part of small intestine, sequela",,,Gastroenterology
"S36418A Primary blast injury of other part of small intestine, initial encounter",,,Gastroenterology
"S36418D Primary blast injury of other part of small intestine, subsequent encounter",,,Gastroenterology
"S36418S Primary blast injury of other part of small intestine, sequela",,,Gastroenterology
"S36419A Primary blast injury of unspecified part of small intestine, initial encounter",,,Gastroenterology
"S36419D Primary blast injury of unspecified part of small intestine, subsequent encounter",,,Gastroenterology
"S36419S Primary blast injury of unspecified part of small intestine, sequela",,,Gastroenterology
"S36428A Contusion of other part of small intestine, initial encounter",,,Gastroenterology
"S36428D Contusion of other part of small intestine, subsequent encounter",,,Gastroenterology
"S36428S Contusion of other part of small intestine, sequela",,,Gastroenterology
"S36429A Contusion of unspecified part of small intestine, initial encounter",,,Gastroenterology
"S36429D Contusion of unspecified part of small intestine, subsequent encounter",,,Gastroenterology
"S36429S Contusion of unspecified part of small intestine, sequela",,,Gastroenterology
"S36438A Laceration of other part of small intestine, initial encounter",,,Gastroenterology
"S36438D Laceration of other part of small intestine, subsequent encounter",,,Gastroenterology
"S36438S Laceration of other part of small intestine, sequela",,,Gastroenterology
"S36439A Laceration of unspecified part of small intestine, initial encounter",,,Gastroenterology
"S36439D Laceration of unspecified part of small intestine, subsequent encounter",,,Gastroenterology
"S36439S Laceration of unspecified part of small intestine, sequela",,,Gastroenterology
"S36498A Other injury of other part of small intestine, initial encounter",,,Gastroenterology
"S36498D Other injury of other part of small intestine, subsequent encounter",,,Gastroenterology
"S36498S Other injury of other part of small intestine, sequela",,,Gastroenterology
"S36499A Other injury of unspecified part of small intestine, initial encounter",,,Gastroenterology
"S36499D Other injury of unspecified part of small intestine, subsequent encounter",,,Gastroenterology
"S36499S Other injury of unspecified part of small intestine, sequela",,,Gastroenterology
"S36500A Unspecified injury of ascending [right] colon, initial encounter",,,Gastroenterology
"S36500D Unspecified injury of ascending [right] colon, subsequent encounter",,,Gastroenterology
"S36500S Unspecified injury of ascending [right] colon, sequela",,,Gastroenterology
"S36501A Unspecified injury of transverse colon, initial encounter",,,Gastroenterology
"S36501D Unspecified injury of transverse colon, subsequent encounter",,,Gastroenterology
"S36501S Unspecified injury of transverse colon, sequela",,,Gastroenterology
"S36502A Unspecified injury of descending [left] colon, initial encounter",,,Gastroenterology
"S36502D Unspecified injury of descending [left] colon, subsequent encounter",,,Gastroenterology
"S36502S Unspecified injury of descending [left] colon, sequela",,,Gastroenterology
"S36503A Unspecified injury of sigmoid colon, initial encounter",,,Gastroenterology
"S36503D Unspecified injury of sigmoid colon, subsequent encounter",,,Gastroenterology
"S36503S Unspecified injury of sigmoid colon, sequela",,,Gastroenterology
"S36508A Unspecified injury of other part of colon, initial encounter",,,Gastroenterology
"S36508D Unspecified injury of other part of colon, subsequent encounter",,,Gastroenterology
"S36508S Unspecified injury of other part of colon, sequela",,,Gastroenterology
"S36509A Unspecified injury of unspecified part of colon, initial encounter",,,Gastroenterology
"S36509D Unspecified injury of unspecified part of colon, subsequent encounter",,,Gastroenterology
"S36509S Unspecified injury of unspecified part of colon, sequela",,,Gastroenterology
"S36510A Primary blast injury of ascending [right] colon, initial encounter",,,Gastroenterology
"S36510D Primary blast injury of ascending [right] colon, subsequent encounter",,,Gastroenterology
"S36510S Primary blast injury of ascending [right] colon, sequela",,,Gastroenterology
"S36511A Primary blast injury of transverse colon, initial encounter",,,Gastroenterology
"S36511D Primary blast injury of transverse colon, subsequent encounter",,,Gastroenterology
"S36511S Primary blast injury of transverse colon, sequela",,,Gastroenterology
"S36512A Primary blast injury of descending [left] colon, initial encounter",,,Gastroenterology
"S36512D Primary blast injury of descending [left] colon, subsequent encounter",,,Gastroenterology
"S36512S Primary blast injury of descending [left] colon, sequela",,,Gastroenterology
"S36513A Primary blast injury of sigmoid colon, initial encounter",,,Gastroenterology
"S36513D Primary blast injury of sigmoid colon, subsequent encounter",,,Gastroenterology
"S36513S Primary blast injury of sigmoid colon, sequela",,,Gastroenterology
"S36518A Primary blast injury of other part of colon, initial encounter",,,Gastroenterology
"S36518D Primary blast injury of other part of colon, subsequent encounter",,,Gastroenterology
"S36518S Primary blast injury of other part of colon, sequela",,,Gastroenterology
"S36519A Primary blast injury of unspecified part of colon, initial encounter",,,Gastroenterology
"S36519D Primary blast injury of unspecified part of colon, subsequent encounter",,,Gastroenterology
"S36519S Primary blast injury of unspecified part of colon, sequela",,,Gastroenterology
"S36520A Contusion of ascending [right] colon, initial encounter",,,Gastroenterology
"S36520D Contusion of ascending [right] colon, subsequent encounter",,,Gastroenterology
"S36520S Contusion of ascending [right] colon, sequela",,,Gastroenterology
"S36521A Contusion of transverse colon, initial encounter",,,Gastroenterology
"S36521D Contusion of transverse colon, subsequent encounter",,,Gastroenterology
"S36521S Contusion of transverse colon, sequela",,,Gastroenterology
"S36522A Contusion of descending [left] colon, initial encounter",,,Gastroenterology
"S36522D Contusion of descending [left] colon, subsequent encounter",,,Gastroenterology
"S36522S Contusion of descending [left] colon, sequela",,,Gastroenterology
"S36523A Contusion of sigmoid colon, initial encounter",,,Gastroenterology
"S36523D Contusion of sigmoid colon, subsequent encounter",,,Gastroenterology
"S36523S Contusion of sigmoid colon, sequela",,,Gastroenterology
"S36528A Contusion of other part of colon, initial encounter",,,Gastroenterology
"S36528D Contusion of other part of colon, subsequent encounter",,,Gastroenterology
"S36528S Contusion of other part of colon, sequela",,,Gastroenterology
"S36529A Contusion of unspecified part of colon, initial encounter",,,Gastroenterology
"S36529D Contusion of unspecified part of colon, subsequent encounter",,,Gastroenterology
"S36529S Contusion of unspecified part of colon, sequela",,,Gastroenterology
"S36530A Laceration of ascending [right] colon, initial encounter",,,Gastroenterology
"S36530D Laceration of ascending [right] colon, subsequent encounter",,,Gastroenterology
"S36530S Laceration of ascending [right] colon, sequela",,,Gastroenterology
"S36531A Laceration of transverse colon, initial encounter",,,Gastroenterology
"S36531D Laceration of transverse colon, subsequent encounter",,,Gastroenterology
"S36531S Laceration of transverse colon, sequela",,,Gastroenterology
"S36532A Laceration of descending [left] colon, initial encounter",,,Gastroenterology
"S36532D Laceration of descending [left] colon, subsequent encounter",,,Gastroenterology
"S36532S Laceration of descending [left] colon, sequela",,,Gastroenterology
"S36533A Laceration of sigmoid colon, initial encounter",,,Gastroenterology
"S36533D Laceration of sigmoid colon, subsequent encounter",,,Gastroenterology
"S36533S Laceration of sigmoid colon, sequela",,,Gastroenterology
"S36538A Laceration of other part of colon, initial encounter",,,Gastroenterology
"S36538D Laceration of other part of colon, subsequent encounter",,,Gastroenterology
"S36538S Laceration of other part of colon, sequela",,,Gastroenterology
"S36539A Laceration of unspecified part of colon, initial encounter",,,Gastroenterology
"S36539D Laceration of unspecified part of colon, subsequent encounter",,,Gastroenterology
"S36539S Laceration of unspecified part of colon, sequela",,,Gastroenterology
"S36590A Other injury of ascending [right] colon, initial encounter",,,Gastroenterology
"S36590D Other injury of ascending [right] colon, subsequent encounter",,,Gastroenterology
"S36590S Other injury of ascending [right] colon, sequela",,,Gastroenterology
"S36591A Other injury of transverse colon, initial encounter",,,Gastroenterology
"S36591D Other injury of transverse colon, subsequent encounter",,,Gastroenterology
"S36591S Other injury of transverse colon, sequela",,,Gastroenterology
"S36592A Other injury of descending [left] colon, initial encounter",,,Gastroenterology
"S36592D Other injury of descending [left] colon, subsequent encounter",,,Gastroenterology
"S36592S Other injury of descending [left] colon, sequela",,,Gastroenterology
"S36593A Other injury of sigmoid colon, initial encounter",,,Gastroenterology
"S36593D Other injury of sigmoid colon, subsequent encounter",,,Gastroenterology
"S36593S Other injury of sigmoid colon, sequela",,,Gastroenterology
"S36598A Other injury of other part of colon, initial encounter",,,Gastroenterology
"S36598D Other injury of other part of colon, subsequent encounter",,,Gastroenterology
"S36598S Other injury of other part of colon, sequela",,,Gastroenterology
"S36599A Other injury of unspecified part of colon, initial encounter",,,Gastroenterology
"S36599D Other injury of unspecified part of colon, subsequent encounter",,,Gastroenterology
"S36599S Other injury of unspecified part of colon, sequela",,,Gastroenterology
"S37401A Unspecified injury of ovary, unilateral, initial encounter",,,Gynecology
"S37401D Unspecified injury of ovary, unilateral, subsequent encounter",,,Gynecology
"S37401S Unspecified injury of ovary, unilateral, sequela",,,Gynecology
"S37402A Unspecified injury of ovary, bilateral, initial encounter",,,Gynecology
"S37402D Unspecified injury of ovary, bilateral, subsequent encounter",,,Gynecology
"S37402S Unspecified injury of ovary, bilateral, sequela",,,Gynecology
"S37409A Unspecified injury of ovary, unspecified, initial encounter",,,Gynecology
"S37409D Unspecified injury of ovary, unspecified, subsequent encounter",,,Gynecology
"S37409S Unspecified injury of ovary, unspecified, sequela",,,Gynecology
"S37421A Contusion of ovary, unilateral, initial encounter",,,Gynecology
"S37421D Contusion of ovary, unilateral, subsequent encounter",,,Gynecology
"S37421S Contusion of ovary, unilateral, sequela",,,Gynecology
"S37422A Contusion of ovary, bilateral, initial encounter",,,Gynecology
"S37422D Contusion of ovary, bilateral, subsequent encounter",,,Gynecology
"S37422S Contusion of ovary, bilateral, sequela",,,Gynecology
"S37429A Contusion of ovary, unspecified, initial encounter",,,Gynecology
"S37429D Contusion of ovary, unspecified, subsequent encounter",,,Gynecology
"S37429S Contusion of ovary, unspecified, sequela",,,Gynecology
"S37431A Laceration of ovary, unilateral, initial encounter",,,Gynecology
"S37431D Laceration of ovary, unilateral, subsequent encounter",,,Gynecology
"S37431S Laceration of ovary, unilateral, sequela",,,Gynecology
"S37432A Laceration of ovary, bilateral, initial encounter",,,Gynecology
"S37432D Laceration of ovary, bilateral, subsequent encounter",,,Gynecology
"S37432S Laceration of ovary, bilateral, sequela",,,Gynecology
"S37439A Laceration of ovary, unspecified, initial encounter",,,Gynecology
"S37439D Laceration of ovary, unspecified, subsequent encounter",,,Gynecology
"S37439S Laceration of ovary, unspecified, sequela",,,Gynecology
"S37491A Other injury of ovary, unilateral, initial encounter",,,Gynecology
"S37491D Other injury of ovary, unilateral, subsequent encounter",,,Gynecology
"S37491S Other injury of ovary, unilateral, sequela",,,Gynecology
"S37492A Other injury of ovary, bilateral, initial encounter",,,Gynecology
"S37492D Other injury of ovary, bilateral, subsequent encounter",,,Gynecology
"S37492S Other injury of ovary, bilateral, sequela",,,Gynecology
"S37499A Other injury of ovary, unspecified, initial encounter",,,Gynecology
"S37499D Other injury of ovary, unspecified, subsequent encounter",,,Gynecology
"S37499S Other injury of ovary, unspecified, sequela",,,Gynecology
"S3760XA Unspecified injury of uterus, initial encounter",,,Gynecology
"S3760XD Unspecified injury of uterus, subsequent encounter",,,Gynecology
"S3760XS Unspecified injury of uterus, sequela",,,Gynecology
"S3762XA Contusion of uterus, initial encounter",,,Gynecology
"S3762XD Contusion of uterus, subsequent encounter",,,Gynecology
"S3762XS Contusion of uterus, sequela",,,Gynecology
"S3763XA Laceration of uterus, initial encounter",,,Gynecology
"S3763XD Laceration of uterus, subsequent encounter",,,Gynecology
"S3763XS Laceration of uterus, sequela",,,Gynecology
"S3769XA Other injury of uterus, initial encounter",,,Gynecology
"S3769XD Other injury of uterus, subsequent encounter",,,Gynecology
"S3769XS Other injury of uterus, sequela",,,Gynecology
"S37892A Contusion of other urinary and pelvic organ, initial encounter",,,Gynecology
"S37892D Contusion of other urinary and pelvic organ, subsequent encounter",,,Gynecology
"S37892S Contusion of other urinary and pelvic organ, sequela",,,Gynecology
"S37893A Laceration of other urinary and pelvic organ, initial encounter",,,Gynecology
"S37893D Laceration of other urinary and pelvic organ, subsequent encounter",,,Gynecology
"S37893S Laceration of other urinary and pelvic organ, sequela",,,Gynecology
"S37898A Other injury of other urinary and pelvic organ, initial encounter",,,Gynecology
"S37898D Other injury of other urinary and pelvic organ, subsequent encounter",,,Gynecology
"S37898S Other injury of other urinary and pelvic organ, sequela",,,Gynecology
"S37899A Unspecified injury of other urinary and pelvic organ, initial encounter",,,Gynecology
"S37899D Unspecified injury of other urinary and pelvic organ, subsequent encounter",,,Gynecology
"S37899S Unspecified injury of other urinary and pelvic organ, sequela",,,Gynecology
"S3790XA Unspecified injury of unspecified urinary and pelvic organ, initial encounter",,,Gynecology
"S3790XD Unspecified injury of unspecified urinary and pelvic organ, subsequent encounter",,,Gynecology
"S3790XS Unspecified injury of unspecified urinary and pelvic organ, sequela",,,Gynecology
"S3792XA Contusion of unspecified urinary and pelvic organ, initial encounter",,,Gynecology
"S3792XD Contusion of unspecified urinary and pelvic organ, subsequent encounter",,,Gynecology
"S3792XS Contusion of unspecified urinary and pelvic organ, sequela",,,Gynecology
"S3793XA Laceration of unspecified urinary and pelvic organ, initial encounter",,,Gynecology
"S3793XD Laceration of unspecified urinary and pelvic organ, subsequent encounter",,,Gynecology
"S3793XS Laceration of unspecified urinary and pelvic organ, sequela",,,Gynecology
"S3799XA Other injury of unspecified urinary and pelvic organ, initial encounter",,,Gynecology
"S3799XD Other injury of unspecified urinary and pelvic organ, subsequent encounter",,,Gynecology
"S3799XS Other injury of unspecified urinary and pelvic organ, sequela",,,Gynecology
"S39840A Fracture of corpus cavernosum penis, initial encounter",,,Orthopedics
"S39840D Fracture of corpus cavernosum penis, subsequent encounter",,,Orthopedics
"S39840S Fracture of corpus cavernosum penis, sequela",,,Orthopedics
"S42001A Fracture of unspecified part of right clavicle, initial encounter for closed fracture",,,Orthopedics
"S42001B Fracture of unspecified part of right clavicle, initial encounter for open fracture",,,Orthopedics
"S42001D Fracture of unspecified part of right clavicle, subsequent encounter for fracture with routine
healing",,,Orthopedics
"S42001G Fracture of unspecified part of right clavicle, subsequent encounter for fracture with delayed
healing",,,Orthopedics
"S42001K Fracture of unspecified part of right clavicle, subsequent encounter for fracture with nonunion",,,Orthopedics
"S42001P Fracture of unspecified part of right clavicle, subsequent encounter for fracture with malunion",,,Orthopedics
"S42001S Fracture of unspecified part of right clavicle, sequela",,,Orthopedics
"S42002A Fracture of unspecified part of left clavicle, initial encounter for closed fracture",,,Orthopedics
"S42002B Fracture of unspecified part of left clavicle, initial encounter for open fracture",,,Orthopedics
"S42002D Fracture of unspecified part of left clavicle, subsequent encounter for fracture with routine
healing",,,Orthopedics
"S42002G Fracture of unspecified part of left clavicle, subsequent encounter for fracture with delayed
healing",,,Orthopedics
"S42002K Fracture of unspecified part of left clavicle, subsequent encounter for fracture with nonunion",,,Orthopedics
"S42002P Fracture of unspecified part of left clavicle, subsequent encounter for fracture with malunion",,,Orthopedics
"S42002S Fracture of unspecified part of left clavicle, sequela",,,Orthopedics
"S42009A Fracture of unspecified part of unspecified clavicle, initial encounter for closed fracture",,,Orthopedics
"S42009B Fracture of unspecified part of unspecified clavicle, initial encounter for open fracture",,,Orthopedics
"S42009D Fracture of unspecified part of unspecified clavicle, subsequent encounter for fracture with
routine healing",,,Orthopedics
"S42009G Fracture of unspecified part of unspecified clavicle, subsequent encounter for fracture with
delayed healing",,,Orthopedics
"S42009K Fracture of unspecified part of unspecified clavicle, subsequent encounter for fracture with
nonunion",,,Orthopedics
"S42009P Fracture of unspecified part of unspecified clavicle, subsequent encounter for fracture with
malunion",,,Orthopedics
"S42009S Fracture of unspecified part of unspecified clavicle, sequela",,,Orthopedics
"S42011A Anterior displaced fracture of sternal end of right clavicle, initial encounter for closed fracture",,,Orthopedics
"S42011B Anterior displaced fracture of sternal end of right clavicle, initial encounter for open fracture",,,Orthopedics
"S42011D Anterior displaced fracture of sternal end of right clavicle, subsequent encounter for fracture
with routine healing",,,Orthopedics
"S42011G Anterior displaced fracture of sternal end of right clavicle, subsequent encounter for fracture
with delayed healing",,,Orthopedics
"S42011K Anterior displaced fracture of sternal end of right clavicle, subsequent encounter for fracture
with nonunion",,,Orthopedics
"S42011P Anterior displaced fracture of sternal end of right clavicle, subsequent encounter for fracture
with malunion",,,Orthopedics
"S42011S Anterior displaced fracture of sternal end of right clavicle, sequela",,,Orthopedics
"S42012A Anterior displaced fracture of sternal end of left clavicle, initial encounter for closed fracture",,,Orthopedics
"S42012B Anterior displaced fracture of sternal end of left clavicle, initial encounter for open fracture",,,Orthopedics
"S42012D Anterior displaced fracture of sternal end of left clavicle, subsequent encounter for fracture
with routine healing",,,Orthopedics
"S42012G Anterior displaced fracture of sternal end of left clavicle, subsequent encounter for fracture
with delayed healing",,,Orthopedics
"S42012K Anterior displaced fracture of sternal end of left clavicle, subsequent encounter for fracture
with nonunion",,,Orthopedics
"S42012P Anterior displaced fracture of sternal end of left clavicle, subsequent encounter for fracture
with malunion",,,Orthopedics
"S42012S Anterior displaced fracture of sternal end of left clavicle, sequela",,,Orthopedics
"S42013A Anterior displaced fracture of sternal end of unspecified clavicle, initial encounter for closed
fracture",,,Orthopedics
"S42013B Anterior displaced fracture of sternal end of unspecified clavicle, initial encounter for open
fracture",,,Orthopedics
"S42013D Anterior displaced fracture of sternal end of unspecified clavicle, subsequent encounter for
fracture with routine healing",,,Orthopedics
"S42013G Anterior displaced fracture of sternal end of unspecified clavicle, subsequent encounter for
fracture with delayed healing",,,Orthopedics
"S42013K Anterior displaced fracture of sternal end of unspecified clavicle, subsequent encounter for
fracture with nonunion",,,Orthopedics
"S42013P Anterior displaced fracture of sternal end of unspecified clavicle, subsequent encounter for
fracture with malunion",,,Orthopedics
"S42013S Anterior displaced fracture of sternal end of unspecified clavicle, sequela",,,Orthopedics
"S42014A Posterior displaced fracture of sternal end of right clavicle, initial encounter for closed fracture",,,Orthopedics
"S42014B Posterior displaced fracture of sternal end of right clavicle, initial encounter for open fracture",,,Orthopedics
"S42014D Posterior displaced fracture of sternal end of right clavicle, subsequent encounter for fracture
with routine healing",,,Orthopedics
"S42014G Posterior displaced fracture of sternal end of right clavicle, subsequent encounter for fracture
with delayed healing",,,Orthopedics
"S42014K Posterior displaced fracture of sternal end of right clavicle, subsequent encounter for fracture
with nonunion",,,Orthopedics
"S42014P Posterior displaced fracture of sternal end of right clavicle, subsequent encounter for fracture
with malunion",,,Orthopedics
"S42014S Posterior displaced fracture of sternal end of right clavicle, sequela",,,Orthopedics
"S42015A Posterior displaced fracture of sternal end of left clavicle, initial encounter for closed fracture",,,Orthopedics
"S42015B Posterior displaced fracture of sternal end of left clavicle, initial encounter for open fracture",,,Orthopedics
"S42015D Posterior displaced fracture of sternal end of left clavicle, subsequent encounter for fracture
with routine healing",,,Orthopedics
"S42015G Posterior displaced fracture of sternal end of left clavicle, subsequent encounter for fracture
with delayed healing",,,Orthopedics
"S42015K Posterior displaced fracture of sternal end of left clavicle, subsequent encounter for fracture
with nonunion",,,Orthopedics
"S42015P Posterior displaced fracture of sternal end of left clavicle, subsequent encounter for fracture
with malunion",,,Orthopedics
"S42015S Posterior displaced fracture of sternal end of left clavicle, sequela",,,Orthopedics
"S42016A Posterior displaced fracture of sternal end of unspecified clavicle, initial encounter for closed
fracture",,,Orthopedics
"S42016B Posterior displaced fracture of sternal end of unspecified clavicle, initial encounter for open
fracture",,,Orthopedics
