Diagnosis,Symptoms,MEDICATION,Specialty
"T82118A Breakdown (mechanical) of other cardiac electronic device, initial encounter",,,Cardiology
"T82118D Breakdown (mechanical) of other cardiac electronic device, subsequent encounter",,,Cardiology
"T82118S Breakdown (mechanical) of other cardiac electronic device, sequela",,,Cardiology
"T82119A Breakdown (mechanical) of unspecified cardiac electronic device, initial encounter",,,Cardiology
"T82119D Breakdown (mechanical) of unspecified cardiac electronic device, subsequent encounter",,,Cardiology
"T82119S Breakdown (mechanical) of unspecified cardiac electronic device, sequela",,,Cardiology
"T82120A Displacement of cardiac electrode, initial encounter",,,Cardiology
"T82120D Displacement of cardiac electrode, subsequent encounter",,,Cardiology
"T82120S Displacement of cardiac electrode, sequela",,,Cardiology
"T82121A Displacement of cardiac pulse generator (battery), initial encounter",,,Cardiology
"T82121D Displacement of cardiac pulse generator (battery), subsequent encounter",,,Cardiology
"T82121S Displacement of cardiac pulse generator (battery), sequela",,,Cardiology
"T82128A Displacement of other cardiac electronic device, initial encounter",,,Cardiology
"T82128D Displacement of other cardiac electronic device, subsequent encounter",,,Cardiology
"T82128S Displacement of other cardiac electronic device, sequela",,,Cardiology
"T82129A Displacement of unspecified cardiac electronic device, initial encounter",,,Cardiology
"T82129D Displacement of unspecified cardiac electronic device, subsequent encounter",,,Cardiology
"T82129S Displacement of unspecified cardiac electronic device, sequela",,,Cardiology
"T82190A Other mechanical complication of cardiac electrode, initial encounter",,,Cardiology
"T82190D Other mechanical complication of cardiac electrode, subsequent encounter",,,Cardiology
"T82190S Other mechanical complication of cardiac electrode, sequela",,,Cardiology
"T82191A Other mechanical complication of cardiac pulse generator (battery), initial encounter",,,Cardiology
"T82191D Other mechanical complication of cardiac pulse generator (battery), subsequent encounter",,,Cardiology
"T82191S Other mechanical complication of cardiac pulse generator (battery), sequela",,,Cardiology
"T82198A Other mechanical complication of other cardiac electronic device, initial encounter",,,Cardiology
"T82198D Other mechanical complication of other cardiac electronic device, subsequent encounter",,,Cardiology
"T82198S Other mechanical complication of other cardiac electronic device, sequela",,,Cardiology
"T82199A Other mechanical complication of unspecified cardiac device, initial encounter",,,Cardiology
"T82199D Other mechanical complication of unspecified cardiac device, subsequent encounter",,,Cardiology
"T82199S Other mechanical complication of unspecified cardiac device, sequela",,,Cardiology
"T82211A Breakdown (mechanical) of coronary artery bypass graft, initial encounter",,,Cardiology
"T82211D Breakdown (mechanical) of coronary artery bypass graft, subsequent encounter",,,Cardiology
"T82211S Breakdown (mechanical) of coronary artery bypass graft, sequela",,,Cardiology
"T82212A Displacement of coronary artery bypass graft, initial encounter",,,Cardiology
"T82212D Displacement of coronary artery bypass graft, subsequent encounter",,,Cardiology
"T82212S Displacement of coronary artery bypass graft, sequela",,,Cardiology
"T82213A Leakage of coronary artery bypass graft, initial encounter",,,Cardiology
"T82213D Leakage of coronary artery bypass graft, subsequent encounter",,,Cardiology
"T82213S Leakage of coronary artery bypass graft, sequela",,,Cardiology
"T82218A Other mechanical complication of coronary artery bypass graft, initial encounter",,,Cardiology
"T82218D Other mechanical complication of coronary artery bypass graft, subsequent encounter",,,Cardiology
"T82218S Other mechanical complication of coronary artery bypass graft, sequela",,,Cardiology
"T82221A Breakdown (mechanical) of biological heart valve graft, initial encounter",,,Cardiology
"T82221D Breakdown (mechanical) of biological heart valve graft, subsequent encounter",,,Cardiology
"T82221S Breakdown (mechanical) of biological heart valve graft, sequela",,,Cardiology
"T82222A Displacement of biological heart valve graft, initial encounter",,,Cardiology
"T82222D Displacement of biological heart valve graft, subsequent encounter",,,Cardiology
"T82222S Displacement of biological heart valve graft, sequela",,,Cardiology
"T82223A Leakage of biological heart valve graft, initial encounter",,,Cardiology
"T82223D Leakage of biological heart valve graft, subsequent encounter",,,Cardiology
"T82223S Leakage of biological heart valve graft, sequela",,,Cardiology
"T82228A Other mechanical complication of biological heart valve graft, initial encounter",,,Cardiology
"T82228D Other mechanical complication of biological heart valve graft, subsequent encounter",,,Cardiology
"T82228S Other mechanical complication of biological heart valve graft, sequela",,,Cardiology
"T82512A Breakdown (mechanical) of artificial heart, initial encounter",,,Cardiology
"T82512D Breakdown (mechanical) of artificial heart, subsequent encounter",,,Cardiology
"T82512S Breakdown (mechanical) of artificial heart, sequela",,,Cardiology
"T82518A Breakdown (mechanical) of other cardiac and vascular devices and implants, initial encounter",,,Cardiology
"T82518D Breakdown (mechanical) of other cardiac and vascular devices and implants, subsequent
encounter",,,Cardiology
"T82518S Breakdown (mechanical) of other cardiac and vascular devices and implants, sequela",,,Cardiology
"T82519A Breakdown (mechanical) of unspecified cardiac and vascular devices and implants, initial
encounter",,,Cardiology
"T82519D Breakdown (mechanical) of unspecified cardiac and vascular devices and implants, subsequent
encounter",,,Cardiology
"T82519S Breakdown (mechanical) of unspecified cardiac and vascular devices and implants, sequela",,,Cardiology
"T82522A Displacement of artificial heart, initial encounter",,,Cardiology
"T82522D Displacement of artificial heart, subsequent encounter",,,Cardiology
"T82522S Displacement of artificial heart, sequela",,,Cardiology
"T82528A Displacement of other cardiac and vascular devices and implants, initial encounter",,,Cardiology
"T82528D Displacement of other cardiac and vascular devices and implants, subsequent encounter",,,Cardiology
"T82528S Displacement of other cardiac and vascular devices and implants, sequela",,,Cardiology
"T82529A Displacement of unspecified cardiac and vascular devices and implants, initial encounter",,,Cardiology
"T82529D Displacement of unspecified cardiac and vascular devices and implants, subsequent encounter",,,Cardiology
"T82529S Displacement of unspecified cardiac and vascular devices and implants, sequela",,,Cardiology
"T82532A Leakage of artificial heart, initial encounter",,,Cardiology
"T82532D Leakage of artificial heart, subsequent encounter",,,Cardiology
"T82532S Leakage of artificial heart, sequela",,,Cardiology
"T82538A Leakage of other cardiac and vascular devices and implants, initial encounter",,,Cardiology
"T82538D Leakage of other cardiac and vascular devices and implants, subsequent encounter",,,Cardiology
"T82538S Leakage of other cardiac and vascular devices and implants, sequela",,,Cardiology
"T82539A Leakage of unspecified cardiac and vascular devices and implants, initial encounter",,,Cardiology
"T82539D Leakage of unspecified cardiac and vascular devices and implants, subsequent encounter",,,Cardiology
"T82539S Leakage of unspecified cardiac and vascular devices and implants, sequela",,,Cardiology
"T82592A Other mechanical complication of artificial heart, initial encounter",,,Cardiology
"T82592D Other mechanical complication of artificial heart, subsequent encounter",,,Cardiology
"T82592S Other mechanical complication of artificial heart, sequela",,,Cardiology
"T82598A Other mechanical complication of other cardiac and vascular devices and implants, initial
encounter",,,Cardiology
"T82598D Other mechanical complication of other cardiac and vascular devices and implants, subsequent
encounter",,,Cardiology
"T82598S Other mechanical complication of other cardiac and vascular devices and implants, sequela",,,Cardiology
"T82599A Other mechanical complication of unspecified cardiac and vascular devices and implants, initial
encounter",,,Cardiology
"T82599D Other mechanical complication of unspecified cardiac and vascular devices and implants,
subsequent encounter",,,Cardiology
"T82599S Other mechanical complication of unspecified cardiac and vascular devices and implants,
sequela",,,Cardiology
"T826XXA Infection and inflammatory reaction due to cardiac valve prosthesis, initial encounter",,,Cardiology
"T826XXD Infection and inflammatory reaction due to cardiac valve prosthesis, subsequent encounter",,,Cardiology
"T826XXS Infection and inflammatory reaction due to cardiac valve prosthesis, sequela",,,Cardiology
"T827XXA Infection and inflammatory reaction due to other cardiac and vascular devices, implants and
grafts, initial encounter",,,Cardiology
"T827XXD Infection and inflammatory reaction due to other cardiac and vascular devices, implants and
grafts, subsequent encounter",,,Cardiology
"T827XXS Infection and inflammatory reaction due to other cardiac and vascular devices, implants and
grafts, sequela",,,Cardiology
"T82817A Embolism due to cardiac prosthetic devices, implants and grafts, initial encounter",,,Cardiology
"T82817D Embolism due to cardiac prosthetic devices, implants and grafts, subsequent encounter",,,Cardiology
"T82817S Embolism due to cardiac prosthetic devices, implants and grafts, sequela",,,Cardiology
"T82827A Fibrosis due to cardiac prosthetic devices, implants and grafts, initial encounter",,,Cardiology
"T82827D Fibrosis due to cardiac prosthetic devices, implants and grafts, subsequent encounter",,,Cardiology
"T82827S Fibrosis due to cardiac prosthetic devices, implants and grafts, sequela",,,Cardiology
"T82837A Hemorrhage due to cardiac prosthetic devices, implants and grafts, initial encounter",,,Cardiology
"T82837D Hemorrhage due to cardiac prosthetic devices, implants and grafts, subsequent encounter",,,Cardiology
"T82837S Hemorrhage due to cardiac prosthetic devices, implants and grafts, sequela",,,Cardiology
"T82847A Pain due to cardiac prosthetic devices, implants and grafts, initial encounter",,,Cardiology
"T82847D Pain due to cardiac prosthetic devices, implants and grafts, subsequent encounter",,,Cardiology
"T82847S Pain due to cardiac prosthetic devices, implants and grafts, sequela",,,Cardiology
"T82855A Stenosis of coronary artery stent, initial encounter",,,Cardiology
"T82855D Stenosis of coronary artery stent, subsequent encounter",,,Cardiology
"T82855S Stenosis of coronary artery stent, sequela",,,Cardiology
"T82857A Stenosis of other cardiac prosthetic devices, implants and grafts, initial encounter",,,Cardiology
"T82857D Stenosis of other cardiac prosthetic devices, implants and grafts, subsequent encounter",,,Cardiology
"T82857S Stenosis of other cardiac prosthetic devices, implants and grafts, sequela",,,Cardiology
"T82867A Thrombosis due to cardiac prosthetic devices, implants and grafts, initial encounter",,,Cardiology
"T82867D Thrombosis due to cardiac prosthetic devices, implants and grafts, subsequent encounter",,,Cardiology
"T82867S Thrombosis due to cardiac prosthetic devices, implants and grafts, sequela",,,Cardiology
"T82897A Other specified complication of cardiac prosthetic devices, implants and grafts, initial
encounter",,,Cardiology
"T82897D Other specified complication of cardiac prosthetic devices, implants and grafts, subsequent
encounter",,,Cardiology
"T82897S Other specified complication of cardiac prosthetic devices, implants and grafts, sequela",,,Cardiology
"T829XXA Unspecified complication of cardiac and vascular prosthetic device, implant and graft, initial
encounter",,,Cardiology
"T829XXD Unspecified complication of cardiac and vascular prosthetic device, implant and graft,
subsequent encounter",,,Cardiology
"T829XXS Unspecified complication of cardiac and vascular prosthetic device, implant and graft, sequela",,,Cardiology
T8620   Unspecified complication of heart transplant,,,Cardiology
T8621   Heart transplant rejection,,,Cardiology
T8622   Heart transplant failure,,,Cardiology
T8623   Heart transplant infection,,,Cardiology
T86290  Cardiac allograft vasculopathy,,,Cardiology
T86298  Other complications of heart transplant,,,Cardiology
T8630   Unspecified complication of heart-lung transplant,,,Cardiology
T8631   Heart-lung transplant rejection,,,Cardiology
T8632   Heart-lung transplant failure,,,Cardiology
T8633   Heart-lung transplant infection,,,Cardiology
T8639   Other complications of heart-lung transplant,,,Cardiology
Y625    Failure of sterile precautions during heart catheterization,,,Cardiology
"Y840    Cardiac catheterization as the cause of abnormal reaction of the patient, or of later complication,
without mention of misadventure at the time of the procedure",,,Cardiology
Z050    Observation and evaluation of newborn for suspected cardiac condition ruled out,,,Cardiology
Z45010  Encounter for checking and testing of cardiac pacemaker pulse generator [battery],,,Cardiology
Z45018  Encounter for adjustment and management of other part of cardiac pacemaker,,,Cardiology
Z4502   Encounter for adjustment and management of automatic implantable cardiac defibrillator,,,Cardiology
Z4509   Encounter for adjustment and management of other cardiac device,,,Cardiology
Z4821   Encounter for aftercare following heart transplant,,,Cardiology
Z48280  Encounter for aftercare following heart-lung transplant,,,Cardiology
Z8241   Family history of sudden cardiac death,,,Cardiology
Z8249   Family history of ischemic heart disease and other diseases of the circulatory system,,,Cardiology
Z8674   Personal history of sudden cardiac arrest,,,Cardiology
Z8774   Personal history of (corrected) congenital malformations of heart and circulatory system,,,Cardiology
Z941    Heart transplant status,,,Cardiology
Z943    Heart and lungs transplant status,,,Cardiology
Z950    Presence of cardiac pacemaker,,,Cardiology
Z952    Presence of prosthetic heart valve,,,Cardiology
Z953    Presence of xenogenic heart valve,,,Cardiology
Z954    Presence of other heart-valve replacement,,,Cardiology
Z955    Presence of coronary angioplasty implant and graft,,,Cardiology
Z95810  Presence of automatic (implantable) cardiac defibrillator,,,Cardiology
Z95811  Presence of heart assist device,,,Cardiology
Z95812  Presence of fully implantable artificial heart,,,Cardiology
Z95818  Presence of other cardiac implants and grafts,,,Cardiology
"Z959    Presence of cardiac and vascular implant and graft, unspecified",,,Cardiology
Z9861   Coronary angioplasty status,,,Cardiology
