Diagnosis,Symptoms,MEDICATION,Specialty
"O2331   Infections of other parts of urinary tract in pregnancy, first trimester",,,Gynecology
"O2332   Infections of other parts of urinary tract in pregnancy, second trimester",,,Gynecology
"O2333   Infections of other parts of urinary tract in pregnancy, third trimester",,,Gynecology
"O2340   Unspecified infection of urinary tract in pregnancy, unspecified trimester",,,Gynecology
"O2341   Unspecified infection of urinary tract in pregnancy, first trimester",,,Gynecology
"O2342   Unspecified infection of urinary tract in pregnancy, second trimester",,,Gynecology
"O2343   Unspecified infection of urinary tract in pregnancy, third trimester",,,Gynecology
"O23511  Infections of cervix in pregnancy, first trimester",,,Gynecology
"O23512  Infections of cervix in pregnancy, second trimester",,,Gynecology
"O23513  Infections of cervix in pregnancy, third trimester",,,Gynecology
"O23519  Infections of cervix in pregnancy, unspecified trimester",,,Gynecology
"O23521  Salpingo-oophoritis in pregnancy, first trimester",,,Gynecology
"O23522  Salpingo-oophoritis in pregnancy, second trimester",,,Gynecology
"O23523  Salpingo-oophoritis in pregnancy, third trimester",,,Gynecology
"O23529  Salpingo-oophoritis in pregnancy, unspecified trimester",,,Gynecology
"O23591  Infection of other part of genital tract in pregnancy, first trimester",,,Gynecology
"O23592  Infection of other part of genital tract in pregnancy, second trimester",,,Gynecology
"O23593  Infection of other part of genital tract in pregnancy, third trimester",,,Gynecology
"O23599  Infection of other part of genital tract in pregnancy, unspecified trimester",,,Gynecology
"O2390   Unspecified genitourinary tract infection in pregnancy, unspecified trimester",,,Gynecology
"O2391   Unspecified genitourinary tract infection in pregnancy, first trimester",,,Gynecology
"O2392   Unspecified genitourinary tract infection in pregnancy, second trimester",,,Gynecology
"O2393   Unspecified genitourinary tract infection in pregnancy, third trimester",,,Gynecology
"O24011  Pre-existing type 1 diabetes mellitus, in pregnancy, first trimester",,,Gynecology
"O24012  Pre-existing type 1 diabetes mellitus, in pregnancy, second trimester",,,Gynecology
"O24013  Pre-existing type 1 diabetes mellitus, in pregnancy, third trimester",,,Gynecology
"O24019  Pre-existing type 1 diabetes mellitus, in pregnancy, unspecified trimester",,,Gynecology
"O24111  Pre-existing type 2 diabetes mellitus, in pregnancy, first trimester",,,Gynecology
"O24112  Pre-existing type 2 diabetes mellitus, in pregnancy, second trimester",,,Gynecology
"O24113  Pre-existing type 2 diabetes mellitus, in pregnancy, third trimester",,,Gynecology
"O24119  Pre-existing type 2 diabetes mellitus, in pregnancy, unspecified trimester",,,Gynecology
"O24311  Unspecified pre-existing diabetes mellitus in pregnancy, first trimester",,,Gynecology
"O24312  Unspecified pre-existing diabetes mellitus in pregnancy, second trimester",,,Gynecology
"O24313  Unspecified pre-existing diabetes mellitus in pregnancy, third trimester",,,Gynecology
"O24319  Unspecified pre-existing diabetes mellitus in pregnancy, unspecified trimester",,,Gynecology
"O24410  Gestational diabetes mellitus in pregnancy, diet controlled",,,Gynecology
"O24414  Gestational diabetes mellitus in pregnancy, insulin controlled",,,Gynecology
"O24415  Gestational diabetes mellitus in pregnancy, controlled by oral hypoglycemic drugs",,,Gynecology
"O24419  Gestational diabetes mellitus in pregnancy, unspecified control",,,Gynecology
"O24811  Other pre-existing diabetes mellitus in pregnancy, first trimester",,,Gynecology
"O24812  Other pre-existing diabetes mellitus in pregnancy, second trimester",,,Gynecology
"O24813  Other pre-existing diabetes mellitus in pregnancy, third trimester",,,Gynecology
"O24819  Other pre-existing diabetes mellitus in pregnancy, unspecified trimester",,,Gynecology
"O24911  Unspecified diabetes mellitus in pregnancy, first trimester",,,Gynecology
"O24912  Unspecified diabetes mellitus in pregnancy, second trimester",,,Gynecology
"O24913  Unspecified diabetes mellitus in pregnancy, third trimester",,,Gynecology
"O24919  Unspecified diabetes mellitus in pregnancy, unspecified trimester",,,Gynecology
"O2510   Malnutrition in pregnancy, unspecified trimester",,,Gynecology
"O2511   Malnutrition in pregnancy, first trimester",,,Gynecology
"O2512   Malnutrition in pregnancy, second trimester",,,Gynecology
"O2513   Malnutrition in pregnancy, third trimester",,,Gynecology
"O2600   Excessive weight gain in pregnancy, unspecified trimester",,,Gynecology
"O2601   Excessive weight gain in pregnancy, first trimester",,,Gynecology
"O2602   Excessive weight gain in pregnancy, second trimester",,,Gynecology
"O2603   Excessive weight gain in pregnancy, third trimester",,,Gynecology
"O2610   Low weight gain in pregnancy, unspecified trimester",,,Gynecology
"O2611   Low weight gain in pregnancy, first trimester",,,Gynecology
"O2612   Low weight gain in pregnancy, second trimester",,,Gynecology
"O2613   Low weight gain in pregnancy, third trimester",,,Gynecology
"O2620   Pregnancy care for patient with recurrent pregnancy loss, unspecified trimester",,,Gynecology
"O2621   Pregnancy care for patient with recurrent pregnancy loss, first trimester",,,Gynecology
"O2622   Pregnancy care for patient with recurrent pregnancy loss, second trimester",,,Gynecology
"O2623   Pregnancy care for patient with recurrent pregnancy loss, third trimester",,,Gynecology
"O2630   Retained intrauterine contraceptive device in pregnancy, unspecified trimester",,,Gynecology
"O2631   Retained intrauterine contraceptive device in pregnancy, first trimester",,,Gynecology
"O2632   Retained intrauterine contraceptive device in pregnancy, second trimester",,,Gynecology
"O2633   Retained intrauterine contraceptive device in pregnancy, third trimester",,,Gynecology
"O26611  Liver and biliary tract disorders in pregnancy, first trimester",,,Gynecology
"O26612  Liver and biliary tract disorders in pregnancy, second trimester",,,Gynecology
"O26613  Liver and biliary tract disorders in pregnancy, third trimester",,,Gynecology
"O26619  Liver and biliary tract disorders in pregnancy, unspecified trimester",,,Gynecology
"O26711  Subluxation of symphysis (pubis) in pregnancy, first trimester",,,Gynecology
"O26712  Subluxation of symphysis (pubis) in pregnancy, second trimester",,,Gynecology
"O26713  Subluxation of symphysis (pubis) in pregnancy, third trimester",,,Gynecology
"O26719  Subluxation of symphysis (pubis) in pregnancy, unspecified trimester",,,Gynecology
"O26811  Pregnancy related exhaustion and fatigue, first trimester",,,Gynecology
"O26812  Pregnancy related exhaustion and fatigue, second trimester",,,Gynecology
"O26813  Pregnancy related exhaustion and fatigue, third trimester",,,Gynecology
"O26819  Pregnancy related exhaustion and fatigue, unspecified trimester",,,Gynecology
"O26821  Pregnancy related peripheral neuritis, first trimester",,,Gynecology
"O26822  Pregnancy related peripheral neuritis, second trimester",,,Gynecology
"O26823  Pregnancy related peripheral neuritis, third trimester",,,Gynecology
"O26829  Pregnancy related peripheral neuritis, unspecified trimester",,,Gynecology
"O26831  Pregnancy related renal disease, first trimester",,,Gynecology
"O26832  Pregnancy related renal disease, second trimester",,,Gynecology
"O26833  Pregnancy related renal disease, third trimester",,,Gynecology
"O26839  Pregnancy related renal disease, unspecified trimester",,,Gynecology
"O26851  Spotting complicating pregnancy, first trimester",,,Gynecology
"O26852  Spotting complicating pregnancy, second trimester",,,Gynecology
"O26853  Spotting complicating pregnancy, third trimester",,,Gynecology
"O26859  Spotting complicating pregnancy, unspecified trimester",,,Gynecology
O2686   Pruritic urticarial papules and plaques of pregnancy (PUPPP),,,Gynecology
"O26891  Other specified pregnancy related conditions, first trimester",,,Gynecology
"O26892  Other specified pregnancy related conditions, second trimester",,,Gynecology
"O26893  Other specified pregnancy related conditions, third trimester",,,Gynecology
"O26899  Other specified pregnancy related conditions, unspecified trimester",,,Gynecology
"O2690   Pregnancy related conditions, unspecified, unspecified trimester",,,Gynecology
"O2691   Pregnancy related conditions, unspecified, first trimester",,,Gynecology
"O2692   Pregnancy related conditions, unspecified, second trimester",,,Gynecology
"O2693   Pregnancy related conditions, unspecified, third trimester",,,Gynecology
"O29011  Aspiration pneumonitis due to anesthesia during pregnancy, first trimester",,,Gynecology
"O29012  Aspiration pneumonitis due to anesthesia during pregnancy, second trimester",,,Gynecology
"O29013  Aspiration pneumonitis due to anesthesia during pregnancy, third trimester",,,Gynecology
"O29019  Aspiration pneumonitis due to anesthesia during pregnancy, unspecified trimester",,,Gynecology
"O29021  Pressure collapse of lung due to anesthesia during pregnancy, first trimester",,,Gynecology
"O29022  Pressure collapse of lung due to anesthesia during pregnancy, second trimester",,,Gynecology
"O29023  Pressure collapse of lung due to anesthesia during pregnancy, third trimester",,,Gynecology
"O29029  Pressure collapse of lung due to anesthesia during pregnancy, unspecified trimester",,,Gynecology
"O29091  Other pulmonary complications of anesthesia during pregnancy, first trimester",,,Gynecology
"O29092  Other pulmonary complications of anesthesia during pregnancy, second trimester",,,Gynecology
"O29093  Other pulmonary complications of anesthesia during pregnancy, third trimester",,,Gynecology
"O29099  Other pulmonary complications of anesthesia during pregnancy, unspecified trimester",,,Gynecology
"O29111  Cardiac arrest due to anesthesia during pregnancy, first trimester",,,Gynecology
"O29112  Cardiac arrest due to anesthesia during pregnancy, second trimester",,,Gynecology
"O29113  Cardiac arrest due to anesthesia during pregnancy, third trimester",,,Gynecology
"O29119  Cardiac arrest due to anesthesia during pregnancy, unspecified trimester",,,Gynecology
"O29121  Cardiac failure due to anesthesia during pregnancy, first trimester",,,Gynecology
"O29122  Cardiac failure due to anesthesia during pregnancy, second trimester",,,Gynecology
"O29123  Cardiac failure due to anesthesia during pregnancy, third trimester",,,Gynecology
"O29129  Cardiac failure due to anesthesia during pregnancy, unspecified trimester",,,Gynecology
"O29191  Other cardiac complications of anesthesia during pregnancy, first trimester",,,Gynecology
"O29192  Other cardiac complications of anesthesia during pregnancy, second trimester",,,Gynecology
"O29193  Other cardiac complications of anesthesia during pregnancy, third trimester",,,Gynecology
"O29199  Other cardiac complications of anesthesia during pregnancy, unspecified trimester",,,Gynecology
"O29211  Cerebral anoxia due to anesthesia during pregnancy, first trimester",,,Gynecology
"O29212  Cerebral anoxia due to anesthesia during pregnancy, second trimester",,,Gynecology
"O29213  Cerebral anoxia due to anesthesia during pregnancy, third trimester",,,Gynecology
"O29219  Cerebral anoxia due to anesthesia during pregnancy, unspecified trimester",,,Gynecology
"O29291  Other central nervous system complications of anesthesia during pregnancy, first trimester",,,Gynecology
"O29292  Other central nervous system complications of anesthesia during pregnancy, second trimester",,,Gynecology
"O29293  Other central nervous system complications of anesthesia during pregnancy, third trimester",,,Gynecology
"O29299  Other central nervous system complications of anesthesia during pregnancy, unspecified
trimester",,,Gynecology
"O293X1  Toxic reaction to local anesthesia during pregnancy, first trimester",,,Gynecology
"O293X2  Toxic reaction to local anesthesia during pregnancy, second trimester",,,Gynecology
"O293X3  Toxic reaction to local anesthesia during pregnancy, third trimester",,,Gynecology
"O293X9  Toxic reaction to local anesthesia during pregnancy, unspecified trimester",,,Gynecology
"O2940   Spinal and epidural anesthesia induced headache during pregnancy, unspecified trimester",,,Gynecology
"O2941   Spinal and epidural anesthesia induced headache during pregnancy, first trimester",,,Gynecology
"O2942   Spinal and epidural anesthesia induced headache during pregnancy, second trimester",,,Gynecology
"O2943   Spinal and epidural anesthesia induced headache during pregnancy, third trimester",,,Gynecology
"O295X1  Other complications of spinal and epidural anesthesia during pregnancy, first trimester",,,Gynecology
"O295X2  Other complications of spinal and epidural anesthesia during pregnancy, second trimester",,,Gynecology
"O295X3  Other complications of spinal and epidural anesthesia during pregnancy, third trimester",,,Gynecology
"O295X9  Other complications of spinal and epidural anesthesia during pregnancy, unspecified trimester",,,Gynecology
"O2960   Failed or difficult intubation for anesthesia during pregnancy, unspecified trimester",,,Gynecology
"O2961   Failed or difficult intubation for anesthesia during pregnancy, first trimester",,,Gynecology
"O2962   Failed or difficult intubation for anesthesia during pregnancy, second trimester",,,Gynecology
"O2963   Failed or difficult intubation for anesthesia during pregnancy, third trimester",,,Gynecology
"O298X1  Other complications of anesthesia during pregnancy, first trimester",,,Gynecology
"O298X2  Other complications of anesthesia during pregnancy, second trimester",,,Gynecology
"O298X3  Other complications of anesthesia during pregnancy, third trimester",,,Gynecology
"O298X9  Other complications of anesthesia during pregnancy, unspecified trimester",,,Gynecology
"O2990   Unspecified complication of anesthesia during pregnancy, unspecified trimester",,,Gynecology
"O2991   Unspecified complication of anesthesia during pregnancy, first trimester",,,Gynecology
"O2992   Unspecified complication of anesthesia during pregnancy, second trimester",,,Gynecology
"O2993   Unspecified complication of anesthesia during pregnancy, third trimester",,,Gynecology
"O30001  Twin pregnancy, unspecified number of placenta and unspecified number of amniotic sacs, first
trimester",,,Gynecology
"O30002  Twin pregnancy, unspecified number of placenta and unspecified number of amniotic sacs,
second trimester",,,Gynecology
"O30003  Twin pregnancy, unspecified number of placenta and unspecified number of amniotic sacs,
third trimester",,,Gynecology
"O30009  Twin pregnancy, unspecified number of placenta and unspecified number of amniotic sacs,
unspecified trimester",,,Gynecology
"O30011  Twin pregnancy, monochorionic/monoamniotic, first trimester",,,Gynecology
"O30012  Twin pregnancy, monochorionic/monoamniotic, second trimester",,,Gynecology
"O30013  Twin pregnancy, monochorionic/monoamniotic, third trimester",,,Gynecology
"O30019  Twin pregnancy, monochorionic/monoamniotic, unspecified trimester",,,Gynecology
"O30021  Conjoined twin pregnancy, first trimester",,,Gynecology
"O30022  Conjoined twin pregnancy, second trimester",,,Gynecology
"O30023  Conjoined twin pregnancy, third trimester",,,Gynecology
"O30029  Conjoined twin pregnancy, unspecified trimester",,,Gynecology
"O30031  Twin pregnancy, monochorionic/diamniotic, first trimester",,,Gynecology
"O30032  Twin pregnancy, monochorionic/diamniotic, second trimester",,,Gynecology
"O30033  Twin pregnancy, monochorionic/diamniotic, third trimester",,,Gynecology
"O30039  Twin pregnancy, monochorionic/diamniotic, unspecified trimester",,,Gynecology
"O30041  Twin pregnancy, dichorionic/diamniotic, first trimester",,,Gynecology
"O30042  Twin pregnancy, dichorionic/diamniotic, second trimester",,,Gynecology
"O30043  Twin pregnancy, dichorionic/diamniotic, third trimester",,,Gynecology
"O30049  Twin pregnancy, dichorionic/diamniotic, unspecified trimester",,,Gynecology
"O30091  Twin pregnancy, unable to determine number of placenta and number of amniotic sacs, first
trimester",,,Gynecology
"O30092  Twin pregnancy, unable to determine number of placenta and number of amniotic sacs, second
trimester",,,Gynecology
"O30093  Twin pregnancy, unable to determine number of placenta and number of amniotic sacs, third
trimester",,,Gynecology
"O30099  Twin pregnancy, unable to determine number of placenta and number of amniotic sacs,
unspecified trimester",,,Gynecology
"O30101  Triplet pregnancy, unspecified number of placenta and unspecified number of amniotic sacs,
first trimester",,,Gynecology
"O30102  Triplet pregnancy, unspecified number of placenta and unspecified number of amniotic sacs,
second trimester",,,Gynecology
"O30103  Triplet pregnancy, unspecified number of placenta and unspecified number of amniotic sacs,
third trimester",,,Gynecology
"O30109  Triplet pregnancy, unspecified number of placenta and unspecified number of amniotic sacs,
unspecified trimester",,,Gynecology
"O30111  Triplet pregnancy with two or more monochorionic fetuses, first trimester",,,Gynecology
"O30112  Triplet pregnancy with two or more monochorionic fetuses, second trimester",,,Gynecology
"O30113  Triplet pregnancy with two or more monochorionic fetuses, third trimester",,,Gynecology
"O30119  Triplet pregnancy with two or more monochorionic fetuses, unspecified trimester",,,Gynecology
"O30121  Triplet pregnancy with two or more monoamniotic fetuses, first trimester",,,Gynecology
"O30122  Triplet pregnancy with two or more monoamniotic fetuses, second trimester",,,Gynecology
"O30123  Triplet pregnancy with two or more monoamniotic fetuses, third trimester",,,Gynecology
"O30129  Triplet pregnancy with two or more monoamniotic fetuses, unspecified trimester",,,Gynecology
"O30191  Triplet pregnancy, unable to determine number of placenta and number of amniotic sacs, first
trimester",,,Gynecology
"O30192  Triplet pregnancy, unable to determine number of placenta and number of amniotic sacs,
second trimester",,,Gynecology
"O30193  Triplet pregnancy, unable to determine number of placenta and number of amniotic sacs, third
trimester",,,Gynecology
"O30199  Triplet pregnancy, unable to determine number of placenta and number of amniotic sacs,
unspecified trimester",,,Gynecology
"O30201  Quadruplet pregnancy, unspecified number of placenta and unspecified number of amniotic
sacs, first trimester",,,Gynecology
"O30202  Quadruplet pregnancy, unspecified number of placenta and unspecified number of amniotic
sacs, second trimester",,,Gynecology
"O30203  Quadruplet pregnancy, unspecified number of placenta and unspecified number of amniotic
sacs, third trimester",,,Gynecology
"O30209  Quadruplet pregnancy, unspecified number of placenta and unspecified number of amniotic
sacs, unspecified trimester",,,Gynecology
"O30211  Quadruplet pregnancy with two or more monochorionic fetuses, first trimester",,,Gynecology
"O30212  Quadruplet pregnancy with two or more monochorionic fetuses, second trimester",,,Gynecology
"O30213  Quadruplet pregnancy with two or more monochorionic fetuses, third trimester",,,Gynecology
"O30219  Quadruplet pregnancy with two or more monochorionic fetuses, unspecified trimester",,,Gynecology
"O30221  Quadruplet pregnancy with two or more monoamniotic fetuses, first trimester",,,Gynecology
"O30222  Quadruplet pregnancy with two or more monoamniotic fetuses, second trimester",,,Gynecology
"O30223  Quadruplet pregnancy with two or more monoamniotic fetuses, third trimester",,,Gynecology
"O30229  Quadruplet pregnancy with two or more monoamniotic fetuses, unspecified trimester",,,Gynecology
"O30291  Quadruplet pregnancy, unable to determine number of placenta and number of amniotic sacs,
first trimester",,,Gynecology
"O30292  Quadruplet pregnancy, unable to determine number of placenta and number of amniotic sacs,
second trimester",,,Gynecology
"O30293  Quadruplet pregnancy, unable to determine number of placenta and number of amniotic sacs,
third trimester",,,Gynecology
"O30299  Quadruplet pregnancy, unable to determine number of placenta and number of amniotic sacs,
unspecified trimester",,,Gynecology
"O3110X0 Continuing pregnancy after spontaneous abortion of one fetus or more, unspecified trimester,
not applicable or unspecified",,,Gynecology
"O3110X1 Continuing pregnancy after spontaneous abortion of one fetus or more, unspecified trimester,
fetus 1",,,Gynecology
"O3110X2 Continuing pregnancy after spontaneous abortion of one fetus or more, unspecified trimester,
fetus 2",,,Gynecology
"O3110X3 Continuing pregnancy after spontaneous abortion of one fetus or more, unspecified trimester,
fetus 3",,,Gynecology
"O3110X4 Continuing pregnancy after spontaneous abortion of one fetus or more, unspecified trimester,
fetus 4",,,Gynecology
"O3110X5 Continuing pregnancy after spontaneous abortion of one fetus or more, unspecified trimester,
fetus 5",,,Gynecology
"O3110X9 Continuing pregnancy after spontaneous abortion of one fetus or more, unspecified trimester,
other fetus",,,Gynecology
"O3111X0 Continuing pregnancy after spontaneous abortion of one fetus or more, first trimester, not
applicable or unspecified",,,Gynecology
"O3111X1 Continuing pregnancy after spontaneous abortion of one fetus or more, first trimester, fetus 1",,,Gynecology
"O3111X2 Continuing pregnancy after spontaneous abortion of one fetus or more, first trimester, fetus 2",,,Gynecology
"O3111X3 Continuing pregnancy after spontaneous abortion of one fetus or more, first trimester, fetus 3",,,Gynecology
"O3111X4 Continuing pregnancy after spontaneous abortion of one fetus or more, first trimester, fetus 4",,,Gynecology
"O3111X5 Continuing pregnancy after spontaneous abortion of one fetus or more, first trimester, fetus 5",,,Gynecology
"O3111X9 Continuing pregnancy after spontaneous abortion of one fetus or more, first trimester, other
fetus",,,Gynecology
"O3112X0 Continuing pregnancy after spontaneous abortion of one fetus or more, second trimester, not
applicable or unspecified",,,Gynecology
"O3112X1 Continuing pregnancy after spontaneous abortion of one fetus or more, second trimester,
fetus 1",,,Gynecology
"O3112X2 Continuing pregnancy after spontaneous abortion of one fetus or more, second trimester,
fetus 2",,,Gynecology
"O3112X3 Continuing pregnancy after spontaneous abortion of one fetus or more, second trimester,
fetus 3",,,Gynecology
"O3112X4 Continuing pregnancy after spontaneous abortion of one fetus or more, second trimester,
fetus 4",,,Gynecology
"O3112X5 Continuing pregnancy after spontaneous abortion of one fetus or more, second trimester,
fetus 5",,,Gynecology
"O3112X9 Continuing pregnancy after spontaneous abortion of one fetus or more, second trimester,
other fetus",,,Gynecology
"O3113X0 Continuing pregnancy after spontaneous abortion of one fetus or more, third trimester, not
applicable or unspecified",,,Gynecology
"O3113X1 Continuing pregnancy after spontaneous abortion of one fetus or more, third trimester, fetus
1",,,Gynecology
"O3113X2 Continuing pregnancy after spontaneous abortion of one fetus or more, third trimester, fetus
2",,,Gynecology
"O3113X3 Continuing pregnancy after spontaneous abortion of one fetus or more, third trimester, fetus
3",,,Gynecology
"O3113X4 Continuing pregnancy after spontaneous abortion of one fetus or more, third trimester, fetus
4",,,Gynecology
"O3113X5 Continuing pregnancy after spontaneous abortion of one fetus or more, third trimester, fetus
5",,,Gynecology
"O3113X9 Continuing pregnancy after spontaneous abortion of one fetus or more, third trimester, other
fetus",,,Gynecology
"O3120X0 Continuing pregnancy after intrauterine death of one fetus or more, unspecified trimester, not
applicable or unspecified",,,Gynecology
"O3120X1 Continuing pregnancy after intrauterine death of one fetus or more, unspecified trimester,
fetus 1",,,Gynecology
"O3120X2 Continuing pregnancy after intrauterine death of one fetus or more, unspecified trimester,
fetus 2",,,Gynecology
"O3120X3 Continuing pregnancy after intrauterine death of one fetus or more, unspecified trimester,
fetus 3",,,Gynecology
"O3120X4 Continuing pregnancy after intrauterine death of one fetus or more, unspecified trimester,
fetus 4",,,Gynecology
"O3120X5 Continuing pregnancy after intrauterine death of one fetus or more, unspecified trimester,
fetus 5",,,Gynecology
"O3120X9 Continuing pregnancy after intrauterine death of one fetus or more, unspecified trimester,
other fetus",,,Gynecology
"O3121X0 Continuing pregnancy after intrauterine death of one fetus or more, first trimester, not
applicable or unspecified",,,Gynecology
"O3121X1 Continuing pregnancy after intrauterine death of one fetus or more, first trimester, fetus 1",,,Gynecology
"O3121X2 Continuing pregnancy after intrauterine death of one fetus or more, first trimester, fetus 2",,,Gynecology
"O3121X3 Continuing pregnancy after intrauterine death of one fetus or more, first trimester, fetus 3",,,Gynecology
"O3121X4 Continuing pregnancy after intrauterine death of one fetus or more, first trimester, fetus 4",,,Gynecology
"O3121X5 Continuing pregnancy after intrauterine death of one fetus or more, first trimester, fetus 5",,,Gynecology
"O3121X9 Continuing pregnancy after intrauterine death of one fetus or more, first trimester, other fetus",,,Gynecology
"O3122X0 Continuing pregnancy after intrauterine death of one fetus or more, second trimester, not
applicable or unspecified",,,Gynecology
"O3122X1 Continuing pregnancy after intrauterine death of one fetus or more, second trimester, fetus 1",,,Gynecology
"O3122X2 Continuing pregnancy after intrauterine death of one fetus or more, second trimester, fetus 2",,,Gynecology
"O3122X3 Continuing pregnancy after intrauterine death of one fetus or more, second trimester, fetus 3",,,Gynecology
"O3122X4 Continuing pregnancy after intrauterine death of one fetus or more, second trimester, fetus 4",,,Gynecology
"O3122X5 Continuing pregnancy after intrauterine death of one fetus or more, second trimester, fetus 5",,,Gynecology
"O3122X9 Continuing pregnancy after intrauterine death of one fetus or more, second trimester, other
fetus",,,Gynecology
"O3123X0 Continuing pregnancy after intrauterine death of one fetus or more, third trimester, not
applicable or unspecified",,,Gynecology
"O3123X1 Continuing pregnancy after intrauterine death of one fetus or more, third trimester, fetus 1",,,Gynecology
"O3123X2 Continuing pregnancy after intrauterine death of one fetus or more, third trimester, fetus 2",,,Gynecology
"O3123X3 Continuing pregnancy after intrauterine death of one fetus or more, third trimester, fetus 3",,,Gynecology
"O3123X4 Continuing pregnancy after intrauterine death of one fetus or more, third trimester, fetus 4",,,Gynecology
"O3123X5 Continuing pregnancy after intrauterine death of one fetus or more, third trimester, fetus 5",,,Gynecology
"O3123X9 Continuing pregnancy after intrauterine death of one fetus or more, third trimester, other
fetus",,,Gynecology
"O3130X0 Continuing pregnancy after elective fetal reduction of one fetus or more, unspecified
trimester, not applicable or unspecified",,,Gynecology
"O3130X1 Continuing pregnancy after elective fetal reduction of one fetus or more, unspecified
trimester, fetus 1",,,Gynecology
"O3130X2 Continuing pregnancy after elective fetal reduction of one fetus or more, unspecified
trimester, fetus 2",,,Gynecology
"O3130X3 Continuing pregnancy after elective fetal reduction of one fetus or more, unspecified
trimester, fetus 3",,,Gynecology
"O3130X4 Continuing pregnancy after elective fetal reduction of one fetus or more, unspecified
trimester, fetus 4",,,Gynecology
"O3130X5 Continuing pregnancy after elective fetal reduction of one fetus or more, unspecified
trimester, fetus 5",,,Gynecology
"O3130X9 Continuing pregnancy after elective fetal reduction of one fetus or more, unspecified
trimester, other fetus",,,Gynecology
"O3131X0 Continuing pregnancy after elective fetal reduction of one fetus or more, first trimester, not
applicable or unspecified",,,Gynecology
"O3131X1 Continuing pregnancy after elective fetal reduction of one fetus or more, first trimester, fetus
1",,,Gynecology
"O3131X2 Continuing pregnancy after elective fetal reduction of one fetus or more, first trimester, fetus
2",,,Gynecology
"O3131X3 Continuing pregnancy after elective fetal reduction of one fetus or more, first trimester, fetus
3",,,Gynecology
"O3131X4 Continuing pregnancy after elective fetal reduction of one fetus or more, first trimester, fetus
4",,,Gynecology
"O3131X5 Continuing pregnancy after elective fetal reduction of one fetus or more, first trimester, fetus
5",,,Gynecology
"O3131X9 Continuing pregnancy after elective fetal reduction of one fetus or more, first trimester, other
fetus",,,Gynecology
"O3132X0 Continuing pregnancy after elective fetal reduction of one fetus or more, second trimester, not
applicable or unspecified",,,Gynecology
"O3132X1 Continuing pregnancy after elective fetal reduction of one fetus or more, second trimester,
fetus 1",,,Gynecology
"O3132X2 Continuing pregnancy after elective fetal reduction of one fetus or more, second trimester,
fetus 2",,,Gynecology
"O3132X3 Continuing pregnancy after elective fetal reduction of one fetus or more, second trimester,
fetus 3",,,Gynecology
"O3132X4 Continuing pregnancy after elective fetal reduction of one fetus or more, second trimester,
fetus 4",,,Gynecology
"O3132X5 Continuing pregnancy after elective fetal reduction of one fetus or more, second trimester,
fetus 5",,,Gynecology
"O3132X9 Continuing pregnancy after elective fetal reduction of one fetus or more, second trimester,
other fetus",,,Gynecology
"O3133X0 Continuing pregnancy after elective fetal reduction of one fetus or more, third trimester, not
applicable or unspecified",,,Gynecology
"O3133X1 Continuing pregnancy after elective fetal reduction of one fetus or more, third trimester, fetus
1",,,Gynecology
"O3133X2 Continuing pregnancy after elective fetal reduction of one fetus or more, third trimester, fetus
2",,,Gynecology
"O3133X3 Continuing pregnancy after elective fetal reduction of one fetus or more, third trimester, fetus
3",,,Gynecology
"O3133X4 Continuing pregnancy after elective fetal reduction of one fetus or more, third trimester, fetus
4",,,Gynecology
"O3133X5 Continuing pregnancy after elective fetal reduction of one fetus or more, third trimester, fetus
5",,,Gynecology
"O3133X9 Continuing pregnancy after elective fetal reduction of one fetus or more, third trimester, other
fetus",,,Gynecology
O330    Maternal care for disproportion due to deformity of maternal pelvic bones,,,Gynecology
"O3400   Maternal care for unspecified congenital malformation of uterus, unspecified trimester",,,Gynecology
"O3401   Maternal care for unspecified congenital malformation of uterus, first trimester",,,Gynecology
"O3402   Maternal care for unspecified congenital malformation of uterus, second trimester",,,Gynecology
"O3403   Maternal care for unspecified congenital malformation of uterus, third trimester",,,Gynecology
"O3440   Maternal care for other abnormalities of cervix, unspecified trimester",,,Gynecology
"O3441   Maternal care for other abnormalities of cervix, first trimester",,,Gynecology
"O3442   Maternal care for other abnormalities of cervix, second trimester",,,Gynecology
"O3443   Maternal care for other abnormalities of cervix, third trimester",,,Gynecology
"O34511  Maternal care for incarceration of gravid uterus, first trimester",,,Gynecology
"O34512  Maternal care for incarceration of gravid uterus, second trimester",,,Gynecology
"O34513  Maternal care for incarceration of gravid uterus, third trimester",,,Gynecology
"O34519  Maternal care for incarceration of gravid uterus, unspecified trimester",,,Gynecology
"O34521  Maternal care for prolapse of gravid uterus, first trimester",,,Gynecology
"O34522  Maternal care for prolapse of gravid uterus, second trimester",,,Gynecology
"O34523  Maternal care for prolapse of gravid uterus, third trimester",,,Gynecology
"O34529  Maternal care for prolapse of gravid uterus, unspecified trimester",,,Gynecology
"O34531  Maternal care for retroversion of gravid uterus, first trimester",,,Gynecology
"O34532  Maternal care for retroversion of gravid uterus, second trimester",,,Gynecology
"O34533  Maternal care for retroversion of gravid uterus, third trimester",,,Gynecology
"O34539  Maternal care for retroversion of gravid uterus, unspecified trimester",,,Gynecology
"O34591  Maternal care for other abnormalities of gravid uterus, first trimester",,,Gynecology
"O34592  Maternal care for other abnormalities of gravid uterus, second trimester",,,Gynecology
"O34593  Maternal care for other abnormalities of gravid uterus, third trimester",,,Gynecology
