Diagnosis,Symptoms,MEDICATION,Specialty
"S06302S Unspecified focal traumatic brain injury with loss of consciousness of 31 minutes to 59 minutes,
sequela",,,Neurology
"S06303A Unspecified focal traumatic brain injury with loss of consciousness of 1 hour to 5 hours 59
minutes, initial encounter",,,Neurology
"S06303D Unspecified focal traumatic brain injury with loss of consciousness of 1 hour to 5 hours 59
minutes, subsequent encounter",,,Neurology
"S06303S Unspecified focal traumatic brain injury with loss of consciousness of 1 hour to 5 hours 59
minutes, sequela",,,Neurology
"S06304A Unspecified focal traumatic brain injury with loss of consciousness of 6 hours to 24 hours,
initial encounter",,,Neurology
"S06304D Unspecified focal traumatic brain injury with loss of consciousness of 6 hours to 24 hours,
subsequent encounter",,,Neurology
"S06304S Unspecified focal traumatic brain injury with loss of consciousness of 6 hours to 24 hours,
sequela",,,Neurology
"S06305A Unspecified focal traumatic brain injury with loss of consciousness greater than 24 hours with
return to pre-existing conscious level, initial encounter",,,Neurology
"S06305D Unspecified focal traumatic brain injury with loss of consciousness greater than 24 hours with
return to pre-existing conscious level, subsequent encounter",,,Neurology
"S06305S Unspecified focal traumatic brain injury with loss of consciousness greater than 24 hours with
return to pre-existing conscious level, sequela",,,Neurology
"S06306A Unspecified focal traumatic brain injury with loss of consciousness greater than 24 hours
without return to pre-existing conscious level with patient surviving, initial encounter",,,Neurology
"S06306D Unspecified focal traumatic brain injury with loss of consciousness greater than 24 hours
without return to pre-existing conscious level with patient surviving, subsequent encounter",,,Neurology
"S06306S Unspecified focal traumatic brain injury with loss of consciousness greater than 24 hours
without return to pre-existing conscious level with patient surviving, sequela",,,Neurology
"S06307A Unspecified focal traumatic brain injury with loss of consciousness of any duration with death
due to brain injury prior to regaining consciousness, initial encounter",,,Neurology
"S06307D Unspecified focal traumatic brain injury with loss of consciousness of any duration with death
due to brain injury prior to regaining consciousness, subsequent encounter",,,Neurology
"S06307S Unspecified focal traumatic brain injury with loss of consciousness of any duration with death
due to brain injury prior to regaining consciousness, sequela",,,Neurology
"S06308A Unspecified focal traumatic brain injury with loss of consciousness of any duration with death
due to other cause prior to regaining consciousness, initial encounter",,,Neurology
"S06308D Unspecified focal traumatic brain injury with loss of consciousness of any duration with death
due to other cause prior to regaining consciousness, subsequent encounter",,,Neurology
"S06308S Unspecified focal traumatic brain injury with loss of consciousness of any duration with death
due to other cause prior to regaining consciousness, sequela",,,Neurology
"S06309A Unspecified focal traumatic brain injury with loss of consciousness of unspecified duration,
initial encounter",,,Neurology
"S06309D Unspecified focal traumatic brain injury with loss of consciousness of unspecified duration,
subsequent encounter",,,Neurology
"S06309S Unspecified focal traumatic brain injury with loss of consciousness of unspecified duration,
sequela",,,Neurology
"S06317A Contusion and laceration of right cerebrum with loss of consciousness of any duration with
death due to brain injury prior to regaining consciousness, initial encounter",,,Neurology
"S06317D Contusion and laceration of right cerebrum with loss of consciousness of any duration with
death due to brain injury prior to regaining consciousness, subsequent encounter",,,Neurology
"S06317S Contusion and laceration of right cerebrum with loss of consciousness of any duration with
death due to brain injury prior to regaining consciousness, sequela",,,Neurology
"S06327A Contusion and laceration of left cerebrum with loss of consciousness of any duration with
death due to brain injury prior to regaining consciousness, initial encounter",,,Neurology
"S06327D Contusion and laceration of left cerebrum with loss of consciousness of any duration with
death due to brain injury prior to regaining consciousness, subsequent encounter",,,Neurology
"S06327S Contusion and laceration of left cerebrum with loss of consciousness of any duration with
death due to brain injury prior to regaining consciousness, sequela",,,Neurology
"S06337A Contusion and laceration of cerebrum, unspecified, with loss of consciousness of any duration
with death due to brain injury prior to regaining consciousness, initial encounter",,,Neurology
"S06337D Contusion and laceration of cerebrum, unspecified, with loss of consciousness of any duration
with death due to brain injury prior to regaining consciousness, subsequent encounter",,,Neurology
"S06337S Contusion and laceration of cerebrum, unspecified, with loss of consciousness of any duration
with death due to brain injury prior to regaining consciousness, sequela",,,Neurology
"S06347A Traumatic hemorrhage of right cerebrum with loss of consciousness of any duration with death
due to brain injury prior to regaining consciousness, initial encounter",,,Neurology
"S06347D Traumatic hemorrhage of right cerebrum with loss of consciousness of any duration with death
due to brain injury prior to regaining consciousness, subsequent encounter",,,Neurology
"S06347S Traumatic hemorrhage of right cerebrum with loss of consciousness of any duration with death
due to brain injury prior to regaining consciousness, sequela",,,Neurology
"S06357A Traumatic hemorrhage of left cerebrum with loss of consciousness of any duration with death
due to brain injury prior to regaining consciousness, initial encounter",,,Neurology
"S06357D Traumatic hemorrhage of left cerebrum with loss of consciousness of any duration with death
due to brain injury prior to regaining consciousness, subsequent encounter",,,Neurology
"S06357S Traumatic hemorrhage of left cerebrum with loss of consciousness of any duration with death
due to brain injury prior to regaining consciousness, sequela",,,Neurology
"S06367A Traumatic hemorrhage of cerebrum, unspecified, with loss of consciousness of any duration
with death due to brain injury prior to regaining consciousness, initial encounter",,,Neurology
"S06367D Traumatic hemorrhage of cerebrum, unspecified, with loss of consciousness of any duration
with death due to brain injury prior to regaining consciousness, subsequent encounter",,,Neurology
"S06367S Traumatic hemorrhage of cerebrum, unspecified, with loss of consciousness of any duration
with death due to brain injury prior to regaining consciousness, sequela",,,Neurology
"S06377A Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of any
duration with death due to brain injury prior to regaining consciousness, initial encounter",,,Neurology
"S06377D Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of any
duration with death due to brain injury prior to regaining consciousness, subsequent encounter",,,Neurology
"S06377S Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of any
duration with death due to brain injury prior to regaining consciousness, sequela",,,Neurology
"S06387A Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of any duration
with death due to brain injury prior to regaining consciousness, initial encounter",,,Neurology
"S06387D Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of any duration
with death due to brain injury prior to regaining consciousness, subsequent encounter",,,Neurology
"S06387S Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of any duration
with death due to brain injury prior to regaining consciousness, sequela",,,Neurology
"S064X7A Epidural hemorrhage with loss of consciousness of any duration with death due to brain injury
prior to regaining consciousness, initial encounter",,,Neurology
"S064X7D Epidural hemorrhage with loss of consciousness of any duration with death due to brain injury
prior to regaining consciousness, subsequent encounter",,,Neurology
"S064X7S Epidural hemorrhage with loss of consciousness of any duration with death due to brain injury
prior to regaining consciousness, sequela",,,Neurology
"S065X7A Traumatic subdural hemorrhage with loss of consciousness of any duration with death due to
brain injury before regaining consciousness, initial encounter",,,Neurology
"S065X7D Traumatic subdural hemorrhage with loss of consciousness of any duration with death due to
brain injury before regaining consciousness, subsequent encounter",,,Neurology
"S065X7S Traumatic subdural hemorrhage with loss of consciousness of any duration with death due to
brain injury before regaining consciousness, sequela",,,Neurology
"S066X7A Traumatic subarachnoid hemorrhage with loss of consciousness of any duration with death
due to brain injury prior to regaining consciousness, initial encounter",,,Neurology
"S066X7D Traumatic subarachnoid hemorrhage with loss of consciousness of any duration with death
due to brain injury prior to regaining consciousness, subsequent encounter",,,Neurology
"S066X7S Traumatic subarachnoid hemorrhage with loss of consciousness of any duration with death due
to brain injury prior to regaining consciousness, sequela",,,Neurology
"S06817A Injury of right internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter",,,Neurology
"S06817D Injury of right internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, subsequent encounter",,,Neurology
"S06817S Injury of right internal carotid artery, intracranial portion, not elsewhere classified with loss of
consciousness of any duration with death due to brain injury prior to regaining consciousness, sequela",,,Neurology
"S06827A Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter",,,Neurology
"S06827D Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, subsequent encounter",,,Neurology
"S06827S Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of
consciousness of any duration with death due to brain injury prior to regaining consciousness, sequela",,,Neurology
"S06897A Other specified intracranial injury with loss of consciousness of any duration with death due to
brain injury prior to regaining consciousness, initial encounter",,,Neurology
"S06897D Other specified intracranial injury with loss of consciousness of any duration with death due to
brain injury prior to regaining consciousness, subsequent encounter",,,Neurology
"S06897S Other specified intracranial injury with loss of consciousness of any duration with death due to
brain injury prior to regaining consciousness, sequela",,,Neurology
"S069X7A Unspecified intracranial injury with loss of consciousness of any duration with death due to
brain injury prior to regaining consciousness, initial encounter",,,Neurology
"S069X7D Unspecified intracranial injury with loss of consciousness of any duration with death due to
brain injury prior to regaining consciousness, subsequent encounter",,,Neurology
"S069X7S Unspecified intracranial injury with loss of consciousness of any duration with death due to
brain injury prior to regaining consciousness, sequela",,,Neurology
"S142XXA Injury of nerve root of cervical spine, initial encounter",,,Neurology
"S142XXD Injury of nerve root of cervical spine, subsequent encounter",,,Neurology
"S142XXS Injury of nerve root of cervical spine, sequela",,,Neurology
"S242XXA Injury of nerve root of thoracic spine, initial encounter",,,Neurology
"S242XXD Injury of nerve root of thoracic spine, subsequent encounter",,,Neurology
"S242XXS Injury of nerve root of thoracic spine, sequela",,,Neurology
"S249XXA Injury of unspecified nerve of thorax, initial encounter",,,Neurology
"S249XXD Injury of unspecified nerve of thorax, subsequent encounter",,,Neurology
"S249XXS Injury of unspecified nerve of thorax, sequela",,,Neurology
"S3421XA Injury of nerve root of lumbar spine, initial encounter",,,Neurology
"S3421XD Injury of nerve root of lumbar spine, subsequent encounter",,,Neurology
"S3421XS Injury of nerve root of lumbar spine, sequela",,,Neurology
"S3422XA Injury of nerve root of sacral spine, initial encounter",,,Neurology
"S3422XD Injury of nerve root of sacral spine, subsequent encounter",,,Neurology
"S3422XS Injury of nerve root of sacral spine, sequela",,,Neurology
"S346XXA Injury of peripheral nerve(s) at abdomen, lower back and pelvis level, initial encounter",,,Neurology
"S346XXD Injury of peripheral nerve(s) at abdomen, lower back and pelvis level, subsequent encounter",,,Neurology
"S346XXS Injury of peripheral nerve(s) at abdomen, lower back and pelvis level, sequela",,,Neurology
"S4400XA Injury of ulnar nerve at upper arm level, unspecified arm, initial encounter",,,Neurology
"S4400XD Injury of ulnar nerve at upper arm level, unspecified arm, subsequent encounter",,,Neurology
"S4400XS Injury of ulnar nerve at upper arm level, unspecified arm, sequela",,,Neurology
"S4401XA Injury of ulnar nerve at upper arm level, right arm, initial encounter",,,Neurology
"S4401XD Injury of ulnar nerve at upper arm level, right arm, subsequent encounter",,,Neurology
"S4401XS Injury of ulnar nerve at upper arm level, right arm, sequela",,,Neurology
"S4402XA Injury of ulnar nerve at upper arm level, left arm, initial encounter",,,Neurology
"S4402XD Injury of ulnar nerve at upper arm level, left arm, subsequent encounter",,,Neurology
"S4402XS Injury of ulnar nerve at upper arm level, left arm, sequela",,,Neurology
"S4410XA Injury of median nerve at upper arm level, unspecified arm, initial encounter",,,Neurology
"S4410XD Injury of median nerve at upper arm level, unspecified arm, subsequent encounter",,,Neurology
"S4410XS Injury of median nerve at upper arm level, unspecified arm, sequela",,,Neurology
"S4411XA Injury of median nerve at upper arm level, right arm, initial encounter",,,Neurology
"S4411XD Injury of median nerve at upper arm level, right arm, subsequent encounter",,,Neurology
"S4411XS Injury of median nerve at upper arm level, right arm, sequela",,,Neurology
"S4412XA Injury of median nerve at upper arm level, left arm, initial encounter",,,Neurology
"S4412XD Injury of median nerve at upper arm level, left arm, subsequent encounter",,,Neurology
"S4412XS Injury of median nerve at upper arm level, left arm, sequela",,,Neurology
"S4420XA Injury of radial nerve at upper arm level, unspecified arm, initial encounter",,,Neurology
"S4420XD Injury of radial nerve at upper arm level, unspecified arm, subsequent encounter",,,Neurology
"S4420XS Injury of radial nerve at upper arm level, unspecified arm, sequela",,,Neurology
"S4421XA Injury of radial nerve at upper arm level, right arm, initial encounter",,,Neurology
"S4421XD Injury of radial nerve at upper arm level, right arm, subsequent encounter",,,Neurology
"S4421XS Injury of radial nerve at upper arm level, right arm, sequela",,,Neurology
"S4422XA Injury of radial nerve at upper arm level, left arm, initial encounter",,,Neurology
"S4422XD Injury of radial nerve at upper arm level, left arm, subsequent encounter",,,Neurology
"S4422XS Injury of radial nerve at upper arm level, left arm, sequela",,,Neurology
"S4430XA Injury of axillary nerve, unspecified arm, initial encounter",,,Neurology
"S4430XD Injury of axillary nerve, unspecified arm, subsequent encounter",,,Neurology
"S4430XS Injury of axillary nerve, unspecified arm, sequela",,,Neurology
"S4431XA Injury of axillary nerve, right arm, initial encounter",,,Neurology
"S4431XD Injury of axillary nerve, right arm, subsequent encounter",,,Neurology
"S4431XS Injury of axillary nerve, right arm, sequela",,,Neurology
"S4432XA Injury of axillary nerve, left arm, initial encounter",,,Neurology
"S4432XD Injury of axillary nerve, left arm, subsequent encounter",,,Neurology
"S4432XS Injury of axillary nerve, left arm, sequela",,,Neurology
"S4440XA Injury of musculocutaneous nerve, unspecified arm, initial encounter",,,Neurology
"S4440XD Injury of musculocutaneous nerve, unspecified arm, subsequent encounter",,,Neurology
"S4440XS Injury of musculocutaneous nerve, unspecified arm, sequela",,,Neurology
"S4441XA Injury of musculocutaneous nerve, right arm, initial encounter",,,Neurology
"S4441XD Injury of musculocutaneous nerve, right arm, subsequent encounter",,,Neurology
"S4441XS Injury of musculocutaneous nerve, right arm, sequela",,,Neurology
"S4442XA Injury of musculocutaneous nerve, left arm, initial encounter",,,Neurology
"S4442XD Injury of musculocutaneous nerve, left arm, subsequent encounter",,,Neurology
"S4442XS Injury of musculocutaneous nerve, left arm, sequela",,,Neurology
"S4450XA Injury of cutaneous sensory nerve at shoulder and upper arm level, unspecified arm, initial
encounter",,,Neurology
"S4450XD Injury of cutaneous sensory nerve at shoulder and upper arm level, unspecified arm,
subsequent encounter",,,Neurology
"S4450XS Injury of cutaneous sensory nerve at shoulder and upper arm level, unspecified arm, sequela",,,Neurology
"S4451XA Injury of cutaneous sensory nerve at shoulder and upper arm level, right arm, initial encounter",,,Neurology
"S4451XD Injury of cutaneous sensory nerve at shoulder and upper arm level, right arm, subsequent
encounter",,,Neurology
"S4451XS Injury of cutaneous sensory nerve at shoulder and upper arm level, right arm, sequela",,,Neurology
"S4452XA Injury of cutaneous sensory nerve at shoulder and upper arm level, left arm, initial encounter",,,Neurology
"S4452XD Injury of cutaneous sensory nerve at shoulder and upper arm level, left arm, subsequent
encounter",,,Neurology
"S4452XS Injury of cutaneous sensory nerve at shoulder and upper arm level, left arm, sequela",,,Neurology
"S4490XA Injury of unspecified nerve at shoulder and upper arm level, unspecified arm, initial encounter",,,Neurology
"S4490XD Injury of unspecified nerve at shoulder and upper arm level, unspecified arm, subsequent
encounter",,,Neurology
"S4490XS Injury of unspecified nerve at shoulder and upper arm level, unspecified arm, sequela",,,Neurology
"S4491XA Injury of unspecified nerve at shoulder and upper arm level, right arm, initial encounter",,,Neurology
"S4491XD Injury of unspecified nerve at shoulder and upper arm level, right arm, subsequent encounter",,,Neurology
"S4491XS Injury of unspecified nerve at shoulder and upper arm level, right arm, sequela",,,Neurology
"S4492XA Injury of unspecified nerve at shoulder and upper arm level, left arm, initial encounter",,,Neurology
"S4492XD Injury of unspecified nerve at shoulder and upper arm level, left arm, subsequent encounter",,,Neurology
"S4492XS Injury of unspecified nerve at shoulder and upper arm level, left arm, sequela",,,Neurology
"S5400XA Injury of ulnar nerve at forearm level, unspecified arm, initial encounter",,,Neurology
"S5400XD Injury of ulnar nerve at forearm level, unspecified arm, subsequent encounter",,,Neurology
"S5400XS Injury of ulnar nerve at forearm level, unspecified arm, sequela",,,Neurology
"S5401XA Injury of ulnar nerve at forearm level, right arm, initial encounter",,,Neurology
"S5401XD Injury of ulnar nerve at forearm level, right arm, subsequent encounter",,,Neurology
"S5401XS Injury of ulnar nerve at forearm level, right arm, sequela",,,Neurology
"S5402XA Injury of ulnar nerve at forearm level, left arm, initial encounter",,,Neurology
"S5402XD Injury of ulnar nerve at forearm level, left arm, subsequent encounter",,,Neurology
"S5402XS Injury of ulnar nerve at forearm level, left arm, sequela",,,Neurology
"S5410XA Injury of median nerve at forearm level, unspecified arm, initial encounter",,,Neurology
"S5410XD Injury of median nerve at forearm level, unspecified arm, subsequent encounter",,,Neurology
"S5410XS Injury of median nerve at forearm level, unspecified arm, sequela",,,Neurology
"S5411XA Injury of median nerve at forearm level, right arm, initial encounter",,,Neurology
"S5411XD Injury of median nerve at forearm level, right arm, subsequent encounter",,,Neurology
"S5411XS Injury of median nerve at forearm level, right arm, sequela",,,Neurology
"S5412XA Injury of median nerve at forearm level, left arm, initial encounter",,,Neurology
"S5412XD Injury of median nerve at forearm level, left arm, subsequent encounter",,,Neurology
"S5412XS Injury of median nerve at forearm level, left arm, sequela",,,Neurology
"S5420XA Injury of radial nerve at forearm level, unspecified arm, initial encounter",,,Neurology
"S5420XD Injury of radial nerve at forearm level, unspecified arm, subsequent encounter",,,Neurology
"S5420XS Injury of radial nerve at forearm level, unspecified arm, sequela",,,Neurology
"S5421XA Injury of radial nerve at forearm level, right arm, initial encounter",,,Neurology
"S5421XD Injury of radial nerve at forearm level, right arm, subsequent encounter",,,Neurology
"S5421XS Injury of radial nerve at forearm level, right arm, sequela",,,Neurology
"S5422XA Injury of radial nerve at forearm level, left arm, initial encounter",,,Neurology
"S5422XD Injury of radial nerve at forearm level, left arm, subsequent encounter",,,Neurology
"S5422XS Injury of radial nerve at forearm level, left arm, sequela",,,Neurology
"S5430XA Injury of cutaneous sensory nerve at forearm level, unspecified arm, initial encounter",,,Neurology
"S5430XD Injury of cutaneous sensory nerve at forearm level, unspecified arm, subsequent encounter",,,Neurology
"S5430XS Injury of cutaneous sensory nerve at forearm level, unspecified arm, sequela",,,Neurology
"S5431XA Injury of cutaneous sensory nerve at forearm level, right arm, initial encounter",,,Neurology
"S5431XD Injury of cutaneous sensory nerve at forearm level, right arm, subsequent encounter",,,Neurology
"S5431XS Injury of cutaneous sensory nerve at forearm level, right arm, sequela",,,Neurology
"S5432XA Injury of cutaneous sensory nerve at forearm level, left arm, initial encounter",,,Neurology
"S5432XD Injury of cutaneous sensory nerve at forearm level, left arm, subsequent encounter",,,Neurology
"S5432XS Injury of cutaneous sensory nerve at forearm level, left arm, sequela",,,Neurology
"S5490XA Injury of unspecified nerve at forearm level, unspecified arm, initial encounter",,,Neurology
"S5490XD Injury of unspecified nerve at forearm level, unspecified arm, subsequent encounter",,,Neurology
"S5490XS Injury of unspecified nerve at forearm level, unspecified arm, sequela",,,Neurology
"S5491XA Injury of unspecified nerve at forearm level, right arm, initial encounter",,,Neurology
"S5491XD Injury of unspecified nerve at forearm level, right arm, subsequent encounter",,,Neurology
"S5491XS Injury of unspecified nerve at forearm level, right arm, sequela",,,Neurology
"S5492XA Injury of unspecified nerve at forearm level, left arm, initial encounter",,,Neurology
"S5492XD Injury of unspecified nerve at forearm level, left arm, subsequent encounter",,,Neurology
"S5492XS Injury of unspecified nerve at forearm level, left arm, sequela",,,Neurology
"S6400XA Injury of ulnar nerve at wrist and hand level of unspecified arm, initial encounter",,,Neurology
"S6400XD Injury of ulnar nerve at wrist and hand level of unspecified arm, subsequent encounter",,,Neurology
"S6400XS Injury of ulnar nerve at wrist and hand level of unspecified arm, sequela",,,Neurology
"S6401XA Injury of ulnar nerve at wrist and hand level of right arm, initial encounter",,,Neurology
"S6401XD Injury of ulnar nerve at wrist and hand level of right arm, subsequent encounter",,,Neurology
"S6401XS Injury of ulnar nerve at wrist and hand level of right arm, sequela",,,Neurology
"S6402XA Injury of ulnar nerve at wrist and hand level of left arm, initial encounter",,,Neurology
"S6402XD Injury of ulnar nerve at wrist and hand level of left arm, subsequent encounter",,,Neurology
"S6402XS Injury of ulnar nerve at wrist and hand level of left arm, sequela",,,Neurology
"S6410XA Injury of median nerve at wrist and hand level of unspecified arm, initial encounter",,,Neurology
"S6410XD Injury of median nerve at wrist and hand level of unspecified arm, subsequent encounter",,,Neurology
"S6410XS Injury of median nerve at wrist and hand level of unspecified arm, sequela",,,Neurology
"S6411XA Injury of median nerve at wrist and hand level of right arm, initial encounter",,,Neurology
"S6411XD Injury of median nerve at wrist and hand level of right arm, subsequent encounter",,,Neurology
"S6411XS Injury of median nerve at wrist and hand level of right arm, sequela",,,Neurology
"S6412XA Injury of median nerve at wrist and hand level of left arm, initial encounter",,,Neurology
"S6412XD Injury of median nerve at wrist and hand level of left arm, subsequent encounter",,,Neurology
"S6412XS Injury of median nerve at wrist and hand level of left arm, sequela",,,Neurology
"S6420XA Injury of radial nerve at wrist and hand level of unspecified arm, initial encounter",,,Neurology
"S6420XD Injury of radial nerve at wrist and hand level of unspecified arm, subsequent encounter",,,Neurology
"S6420XS Injury of radial nerve at wrist and hand level of unspecified arm, sequela",,,Neurology
"S6421XA Injury of radial nerve at wrist and hand level of right arm, initial encounter",,,Neurology
"S6421XD Injury of radial nerve at wrist and hand level of right arm, subsequent encounter",,,Neurology
"S6421XS Injury of radial nerve at wrist and hand level of right arm, sequela",,,Neurology
"S6422XA Injury of radial nerve at wrist and hand level of left arm, initial encounter",,,Neurology
"S6422XD Injury of radial nerve at wrist and hand level of left arm, subsequent encounter",,,Neurology
"S6422XS Injury of radial nerve at wrist and hand level of left arm, sequela",,,Neurology
"S6430XA Injury of digital nerve of unspecified thumb, initial encounter",,,Neurology
"S6430XD Injury of digital nerve of unspecified thumb, subsequent encounter",,,Neurology
"S6430XS Injury of digital nerve of unspecified thumb, sequela",,,Neurology
"S6431XA Injury of digital nerve of right thumb, initial encounter",,,Neurology
"S6431XD Injury of digital nerve of right thumb, subsequent encounter",,,Neurology
"S6431XS Injury of digital nerve of right thumb, sequela",,,Neurology
"S6432XA Injury of digital nerve of left thumb, initial encounter",,,Neurology
"S6432XD Injury of digital nerve of left thumb, subsequent encounter",,,Neurology
"S6432XS Injury of digital nerve of left thumb, sequela",,,Neurology
"S6440XA Injury of digital nerve of unspecified finger, initial encounter",,,Neurology
"S6440XD Injury of digital nerve of unspecified finger, subsequent encounter",,,Neurology
"S6440XS Injury of digital nerve of unspecified finger, sequela",,,Neurology
"S64490A Injury of digital nerve of right index finger, initial encounter",,,Neurology
"S64490D Injury of digital nerve of right index finger, subsequent encounter",,,Neurology
"S64490S Injury of digital nerve of right index finger, sequela",,,Neurology
"S64491A Injury of digital nerve of left index finger, initial encounter",,,Neurology
"S64491D Injury of digital nerve of left index finger, subsequent encounter",,,Neurology
"S64491S Injury of digital nerve of left index finger, sequela",,,Neurology
"S64492A Injury of digital nerve of right middle finger, initial encounter",,,Neurology
"S64492D Injury of digital nerve of right middle finger, subsequent encounter",,,Neurology
"S64492S Injury of digital nerve of right middle finger, sequela",,,Neurology
"S64493A Injury of digital nerve of left middle finger, initial encounter",,,Neurology
"S64493D Injury of digital nerve of left middle finger, subsequent encounter",,,Neurology
"S64493S Injury of digital nerve of left middle finger, sequela",,,Neurology
"S64494A Injury of digital nerve of right ring finger, initial encounter",,,Neurology
"S64494D Injury of digital nerve of right ring finger, subsequent encounter",,,Neurology
"S64494S Injury of digital nerve of right ring finger, sequela",,,Neurology
"S64495A Injury of digital nerve of left ring finger, initial encounter",,,Neurology
"S64495D Injury of digital nerve of left ring finger, subsequent encounter",,,Neurology
"S64495S Injury of digital nerve of left ring finger, sequela",,,Neurology
"S64496A Injury of digital nerve of right little finger, initial encounter",,,Neurology
"S64496D Injury of digital nerve of right little finger, subsequent encounter",,,Neurology
"S64496S Injury of digital nerve of right little finger, sequela",,,Neurology
"S64497A Injury of digital nerve of left little finger, initial encounter",,,Neurology
"S64497D Injury of digital nerve of left little finger, subsequent encounter",,,Neurology
"S64497S Injury of digital nerve of left little finger, sequela",,,Neurology
"S64498A Injury of digital nerve of other finger, initial encounter",,,Neurology
"S64498D Injury of digital nerve of other finger, subsequent encounter",,,Neurology
"S64498S Injury of digital nerve of other finger, sequela",,,Neurology
"S6490XA Injury of unspecified nerve at wrist and hand level of unspecified arm, initial encounter",,,Neurology
"S6490XD Injury of unspecified nerve at wrist and hand level of unspecified arm, subsequent encounter",,,Neurology
"S6490XS Injury of unspecified nerve at wrist and hand level of unspecified arm, sequela",,,Neurology
"S6491XA Injury of unspecified nerve at wrist and hand level of right arm, initial encounter",,,Neurology
"S6491XD Injury of unspecified nerve at wrist and hand level of right arm, subsequent encounter",,,Neurology
"S6491XS Injury of unspecified nerve at wrist and hand level of right arm, sequela",,,Neurology
"S6492XA Injury of unspecified nerve at wrist and hand level of left arm, initial encounter",,,Neurology
"S6492XD Injury of unspecified nerve at wrist and hand level of left arm, subsequent encounter",,,Neurology
"S6492XS Injury of unspecified nerve at wrist and hand level of left arm, sequela",,,Neurology
"S7400XA Injury of sciatic nerve at hip and thigh level, unspecified leg, initial encounter",,,Neurology
"S7400XD Injury of sciatic nerve at hip and thigh level, unspecified leg, subsequent encounter",,,Neurology
"S7400XS Injury of sciatic nerve at hip and thigh level, unspecified leg, sequela",,,Neurology
"S7401XA Injury of sciatic nerve at hip and thigh level, right leg, initial encounter",,,Neurology
"S7401XD Injury of sciatic nerve at hip and thigh level, right leg, subsequent encounter",,,Neurology
"S7401XS Injury of sciatic nerve at hip and thigh level, right leg, sequela",,,Neurology
"S7402XA Injury of sciatic nerve at hip and thigh level, left leg, initial encounter",,,Neurology
"S7402XD Injury of sciatic nerve at hip and thigh level, left leg, subsequent encounter",,,Neurology
"S7402XS Injury of sciatic nerve at hip and thigh level, left leg, sequela",,,Neurology
"S7410XA Injury of femoral nerve at hip and thigh level, unspecified leg, initial encounter",,,Neurology
"S7410XD Injury of femoral nerve at hip and thigh level, unspecified leg, subsequent encounter",,,Neurology
"S7410XS Injury of femoral nerve at hip and thigh level, unspecified leg, sequela",,,Neurology
"S7411XA Injury of femoral nerve at hip and thigh level, right leg, initial encounter",,,Neurology
"S7411XD Injury of femoral nerve at hip and thigh level, right leg, subsequent encounter",,,Neurology
"S7411XS Injury of femoral nerve at hip and thigh level, right leg, sequela",,,Neurology
"S7412XA Injury of femoral nerve at hip and thigh level, left leg, initial encounter",,,Neurology
"S7412XD Injury of femoral nerve at hip and thigh level, left leg, subsequent encounter",,,Neurology
"S7412XS Injury of femoral nerve at hip and thigh level, left leg, sequela",,,Neurology
"S7420XA Injury of cutaneous sensory nerve at hip and thigh level, unspecified leg, initial encounter",,,Neurology
"S7420XD Injury of cutaneous sensory nerve at hip and thigh level, unspecified leg, subsequent
encounter",,,Neurology
"S7420XS Injury of cutaneous sensory nerve at hip and thigh level, unspecified leg, sequela",,,Neurology
"S7421XA Injury of cutaneous sensory nerve at hip and high level, right leg, initial encounter",,,Neurology
"S7421XD Injury of cutaneous sensory nerve at hip and high level, right leg, subsequent encounter",,,Neurology
"S7421XS Injury of cutaneous sensory nerve at hip and high level, right leg, sequela",,,Neurology
"S7422XA Injury of cutaneous sensory nerve at hip and thigh level, left leg, initial encounter",,,Neurology
"S7422XD Injury of cutaneous sensory nerve at hip and thigh level, left leg, subsequent encounter",,,Neurology
"S7422XS Injury of cutaneous sensory nerve at hip and thigh level, left leg, sequela",,,Neurology
"S7490XA Injury of unspecified nerve at hip and thigh level, unspecified leg, initial encounter",,,Neurology
"S7490XD Injury of unspecified nerve at hip and thigh level, unspecified leg, subsequent encounter",,,Neurology
"S7490XS Injury of unspecified nerve at hip and thigh level, unspecified leg, sequela",,,Neurology
"S7491XA Injury of unspecified nerve at hip and thigh level, right leg, initial encounter",,,Neurology
"S7491XD Injury of unspecified nerve at hip and thigh level, right leg, subsequent encounter",,,Neurology
"S7491XS Injury of unspecified nerve at hip and thigh level, right leg, sequela",,,Neurology
"S7492XA Injury of unspecified nerve at hip and thigh level, left leg, initial encounter",,,Neurology
"S7492XD Injury of unspecified nerve at hip and thigh level, left leg, subsequent encounter",,,Neurology
